section,B1_boundary_minus_core,B2_boundary_minus_core_primary,B3_boundary_minus_core,eligible_sections,population_CI,population_p_value,sign_test,patient_level_inference
CID4535,0.029519092410337677,0.06365403476653775,0.0263779798049244,1,,,NOT_RUN_SINGLE_ELIGIBLE_SECTION,BLOCKED
