ensembl_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbol
ENSG00000128383,3726.449335335874,6.208218809247752,0.33348942368209766,18.61593912245266,2.3863927412040335e-77,3.006854853917082e-75,APOBEC3A
ENSG00000163565,164.14238805262073,3.3966162728461495,0.18327981360553813,18.532407939678933,1.1311015473026999e-76,1.3895582508613667e-74,IFI16
ENSG00000102524,619.0601878011029,5.919406582370804,0.3250660963302476,18.209855316184814,4.310845148268344e-74,5.166705624046499e-72,TNFSF13B
ENSG00000133106,357.0001793856759,3.6351037263615167,0.1999815226947911,18.177197959980326,7.823020777542185e-74,9.152934309724358e-72,EPSTI1
ENSG00000204389,831.3365693895882,3.4774733909628233,0.1929029786085329,18.02705907418788,1.194799225716907e-72,1.3654054407378792e-70,HSPA1A
ENSG00000117228,616.6214263302137,3.414585176011187,0.18958716604734668,18.010634618370965,1.607747125811144e-72,1.7955612218718093e-70,GBP1
ENSG00000152061,206.83367564327105,6.240178056186051,0.34752378367582154,17.956117967474245,4.2983893648648084e-72,4.693841186432371e-70,RABGAP1L
ENSG00000162654,208.64465476871447,4.2515981672312355,0.23732500057733386,17.914666204101938,9.06110462708133e-72,9.679623508147316e-70,GBP4
ENSG00000135535,178.0840905712787,1.6685728692606934,0.09346529322117259,17.852325839413442,2.7724573594669576e-71,2.8986926520043894e-69,CD164
ENSG00000124226,139.1504574745448,2.367337401111445,0.13315435486556546,17.778895804808958,1.0298838081942018e-70,1.0543435486388142e-68,RNF114
