gene,matched,B1_boundary_D_le_1_raw_count,B1_boundary_D_le_1_CPM,B1_boundary_D_le_1_log2_CPM_plus_1,B2_boundary_D_le_2_raw_count,B2_boundary_D_le_2_CPM,B2_boundary_D_le_2_log2_CPM_plus_1,B3_boundary_D_le_3_raw_count,B3_boundary_D_le_3_CPM,B3_boundary_D_le_3_log2_CPM_plus_1,core_D_gt_3_raw_count,core_D_gt_3_CPM,core_D_gt_3_log2_CPM_plus_1,B2_boundary_minus_core
CXCL9,True,134,144.06572837589542,7.1805629142643825,237,143.25764252322043,7.1725039421864185,351,137.3760777759948,7.112450743609212,559,111.749444551285,6.81697651598194,0.3555274262044783
CXCL10,True,76,81.70892057140338,6.3699710345628935,128,77.37121621507264,6.292251980750674,189,73.97173418707412,6.228274868703878,335,66.96970290640515,6.086819911737783,0.20543206901289057
CXCL11,True,12,12.901408511274218,3.7971591612376994,17,10.275864653564335,3.4951661610580844,24,9.393236087247507,3.37757302344288,58,11.59475453304925,3.6547510996587227,-0.15958493860063827
IDO1,True,9,9.676056383455665,3.416306924805195,22,13.29817778696561,3.8377593911763905,28,10.958775435122092,3.579997761670354,24,4.797829461951413,2.5355128984190776,1.302246492757313
STAT1,True,252,270.9295787367586,8.087089276686871,463,279.8661961529581,8.133739188118835,713,279.0573887586447,8.129578681208848,1404,280.67302352415766,8.137877589868356,-0.004138401749521847
IRF1,True,121,130.0892024886817,7.034405048808404,208,125.72822634949306,6.985594083464691,315,123.28622364512354,6.957522581254941,593,118.54636962238283,6.901426508805357,0.08416757465933422
