section,B1_boundary_minus_core,B2_boundary_minus_core_primary,B3_boundary_minus_core,eligible_sections,population_CI,population_p_value,sign_test,patient_level_inference
CID4535,0.03490665160847417,0.051510938742152845,0.02216377668145686,1,,,NOT_RUN_SINGLE_ELIGIBLE_SECTION,BLOCKED
