donor,score
Donor1,0.30830389838735256
Donor10,0.2583325004197278
Donor11,1.4055854929970568
Donor12,1.6754114231260422
Donor2,1.4364688478429748
Donor3,-0.1316489888134909
Donor4,0.3061178325020641
Donor5,1.6634649721618735
Donor6,0.9667609403906777
Donor7,2.0443564203113893
Donor8,1.4218652126128435
Donor9,2.122763545463337
