gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj_native,padj
SNX3,6910.808248848157,0.059523182995779696,0.07368315675679128,0.8078261792209862,0.41919065231109587,0.5105854473947575,0.5105854473947574
TRANK1,41349.89758404856,0.95099722065703,0.1808272078966991,5.259148950639689,1.447236288683619e-07,2.1282886598288515e-06,2.1282886598288515e-06
MEF2A,39936.07292322163,0.020696519733758998,0.11982736198536967,0.1727194806832678,0.8628719305535582,0.8978896259662414,0.8978896259662416
SMAP2,38755.91944938677,0.13214446606691638,0.16488369216066465,0.8014404841089635,0.4228766860006914,0.5141357884506886,0.5141357884506886
CASP4,11784.681392079643,0.5001990298711402,0.16550666190560956,3.0222289792564947,0.0025092066251305176,0.007347603587497855,0.0073476035874978545
PLEK,17308.276103291766,-0.19671638339342173,0.19585065475421606,-1.004420351008232,0.3151760447630554,0.40563197524202754,0.4056319752420275
PICALM,39504.390111178545,-0.05465923893151157,0.0873548623430318,-0.6257148997255753,0.5315019585721712,0.6192451746541636,0.6192451746541636
ZFP36,4955.721061275343,0.10361969171530182,0.1651427793946294,0.6274551760309759,0.5303609095174625,0.6184966874839213,0.6184966874839213
CMIP,40662.211428124625,-0.6602118385748298,0.14200864815939637,-4.6490960031798965,3.333930163866855e-06,2.8373873735037064e-05,2.8373873735037064e-05
CYBB,28533.87982843976,-1.901557059054875,0.26274324335107224,-7.237320491298239,4.576358512013274e-13,2.8602240700082958e-11,2.8602240700082958e-11
RERE,40848.564381504904,0.13655965206642162,0.09131802236569558,1.4954293635439202,0.13480242194742859,0.20786803692741493,0.20786803692741496
RAPGEF1,40120.05246953239,-0.44089250135522784,0.09398112712307684,-4.691287653720507,2.71490949971107e-06,2.42991151057948e-05,2.42991151057948e-05
FXYD5,3872.8012571229883,-0.7782402115141676,0.17215781564076904,-4.520504681228489,6.169238082091721e-06,4.8009634880091215e-05,4.8009634880091215e-05
RBMS1,36835.311939923326,0.160924461536008,0.08344223209213855,1.9285733075586,0.0537838554046456,0.09787780783374996,0.09787780783374996
TALDO1,3330.759133710495,-0.17939392026935203,0.16442444971351697,-1.0910416339049147,0.2752545631959552,0.3665173944020709,0.3665173944020708
NUB1,30348.268976900872,1.3662312985585727,0.2191646829916979,6.233811396566693,4.5522111032593526e-10,1.3194814792056095e-08,1.3194814792056094e-08
ITGA4,38775.72245950078,0.03973362675626472,0.12594391073433575,0.3154866839102547,0.7523921599347531,0.8128950591802222,0.8128950591802222
NINJ1,4614.544411187603,0.6926232738737551,0.2981805513100559,2.322831823976163,0.020188188746605495,0.043137155441464736,0.04313715544146473
TCF12,40685.667446982465,-0.12794709546430674,0.05426392990613629,-2.3578663706374527,0.018380308053264707,0.03978421656550802,0.03978421656550802
BIRC6,39969.52966545122,-0.049430348825538324,0.05227988730063148,-0.9454945558947535,0.34440644889509364,0.4364199428778869,0.4364199428778869
RORA,38009.892092946255,-0.09249185155899597,0.20179908480141934,-0.45833632818509906,0.6467108283252265,0.7299219281323099,0.7299219281323098
PCGF5,34083.70062745655,0.7134725785973143,0.09882154009381465,7.219808332474788,5.206089905785451e-13,3.1552060035063337e-11,3.1552060035063337e-11
GNG5,2577.5857835332795,0.6432566696163696,0.1508556124812363,4.264055271370027,2.0074975143903598e-05,0.0001342807701933351,0.0001342807701933351
CAMK1D,39534.64204315007,-0.2915004999257676,0.10358619828168703,-2.814086285250821,0.0048916096618628795,0.0129066217991105,0.012906621799110502
HINT1,3060.9844050530496,-0.2007978480023313,0.12723048599927736,-1.5782211820166416,0.11451480565089929,0.18182028902396552,0.18182028902396552
PCBP1,5530.484030305834,0.07554538591558227,0.10725027289977736,0.7043840903433177,0.48119361111300196,0.5749027611863823,0.5749027611863823
SERINC5,39873.39561136394,-0.3284313991640335,0.14686290740360375,-2.236312796541943,0.0253312888008762,0.05205670983322585,0.052056709833225856
SRRM2,35646.36562976714,-0.2674360835112673,0.08153392663999305,-3.280058921878144,0.0010378540871188464,0.003641593288136303,0.0036415932881363033
STAG1,39776.13596735094,-0.22783549419540444,0.05623178023971157,-4.051721165934281,5.084223475681508e-05,0.0002888763338455402,0.0002888763338455402
SON,28757.30016696482,0.08066301312615302,0.031598407163426954,2.5527556724288014,0.01068744379730175,0.02505848487057855,0.025058484870578546
CCDC91,38312.02084453623,0.14732572432389338,0.0899043478623705,1.6386940990821268,0.10127698361854359,0.1634226250293561,0.16342262502935612
PGK1,11014.936335537268,-0.17398302736635474,0.040554614227091994,-4.290092032243463,1.785990904635736e-05,0.00012067506112403623,0.0001206750611240362
MBP,34367.51260957287,-0.30838633727628384,0.12142623920762406,-2.5397009681653797,0.01109472834760728,0.025922262494409532,0.025922262494409532
SERP1,3568.5469186748014,-0.3996277741835894,0.0912011145442082,-4.381829939039578,1.1768665556573294e-05,8.497231448789381e-05,8.497231448789381e-05
DRAP1,4456.985967107436,0.5561480765031327,0.2026110822925038,2.7449045245226897,0.006052850443895886,0.015401655073526426,0.015401655073526426
NFKB1,35032.43548178223,0.7220821781885086,0.17453919417072236,4.137077529315375,3.517572835038749e-05,0.00021448614847797252,0.00021448614847797252
TAP1,12377.960357633936,0.9259654515213013,0.2376838679881103,3.895785857741178,9.788084243306035e-05,0.0005071546240054941,0.0005071546240054941
HSPA5,7282.135994800924,-0.9100118475349076,0.14176658571834055,-6.419085590048023,1.3709531800988287e-10,4.810362035434487e-09,4.810362035434487e-09
TMEM131,39567.4916398279,0.6428317235302795,0.15958286181683912,4.02820024789434,5.620546240052524e-05,0.000313996996650979,0.000313996996650979
CCSER2,34701.11167455677,0.28931424042195997,0.11707487721342122,2.471189783052735,0.013466433139882182,0.03036399806061371,0.030363998060613715
NFE2L2,24138.17527230091,-0.05157526780488054,0.0502444423996375,-1.0264870171044558,0.3046620801655794,0.3966954168822648,0.3966954168822648
PIAS1,37264.2307175667,0.021885591239322356,0.03466781698963006,0.6312941840517053,0.5278481889995125,0.6159255414230017,0.6159255414230017
USP34,38276.5247369675,-0.021653445206924544,0.05889319402905371,-0.36767313377913036,0.7131169755710669,0.787104829548639,0.7871048295486389
CMPK2,23365.10056803359,1.3397913429046358,0.3850369610175058,3.4796434590696914,0.0005020814788382793,0.0019884415003496208,0.0019884415003496208
SH3KBP1,35411.72168737856,-0.14963929461491118,0.07663715213230997,-1.9525685708749574,0.050870738347462675,0.09334080430727097,0.09334080430727097
IL4I1,13245.233592705263,0.576807774473942,0.3432671877726763,1.6803463745446148,0.09288994312957945,0.15277951172628199,0.15277951172628199
RTN4,17379.924035749005,-0.01595426252456495,0.13090901857327117,-0.12187290607205326,0.9029996734695342,0.925566454343572,0.925566454343572
PSMB8,3391.170072528155,0.4225712769631748,0.1573454523588968,2.685627519753871,0.007239374375044787,0.017963708126662002,0.017963708126662002
HNRNPK,12002.718663423691,-0.06950967557846761,0.06519807024518551,-1.066130873460944,0.28636448509142975,0.3775405208852073,0.3775405208852073
