section_id,program_symbol,ensembl_ids,status
CID4465,PTGS2,ENSG00000073756,UNAMBIGUOUS
CID4465,PTPN1,ENSG00000196396,UNAMBIGUOUS
CID4465,PTPN2,ENSG00000175354,UNAMBIGUOUS
CID4465,PTPN6,ENSG00000111679,UNAMBIGUOUS
CID4465,RAPGEF6,ENSG00000158987,UNAMBIGUOUS
CID4465,RBCK1,ENSG00000125826,UNAMBIGUOUS
CID4465,RIGI,,MISSING
CID4465,RIPK1,ENSG00000137275,UNAMBIGUOUS
CID4465,RIPK2,ENSG00000104312,UNAMBIGUOUS
CID4465,RNF213,ENSG00000173821,UNAMBIGUOUS
CID4465,RNF31,ENSG00000092098,UNAMBIGUOUS
CID4465,RSAD2,ENSG00000134321,UNAMBIGUOUS
CID4465,RTP4,ENSG00000136514,UNAMBIGUOUS
CID4465,SAMD9L,ENSG00000177409,UNAMBIGUOUS
CID4465,SAMHD1,ENSG00000101347,UNAMBIGUOUS
CID4465,SECTM1,ENSG00000141574,UNAMBIGUOUS
CID4465,SELP,ENSG00000174175,UNAMBIGUOUS
CID4465,SERPING1,ENSG00000149131,UNAMBIGUOUS
CID4465,SLAMF7,ENSG00000026751,UNAMBIGUOUS
CID4465,SLC25A28,ENSG00000155287,UNAMBIGUOUS
CID4465,SOCS1,ENSG00000185338,UNAMBIGUOUS
CID4465,SOCS3,ENSG00000184557,UNAMBIGUOUS
CID4465,SOD2,ENSG00000112096,UNAMBIGUOUS
CID4465,SP110,ENSG00000135899,UNAMBIGUOUS
CID4465,SPPL2A,ENSG00000138600,UNAMBIGUOUS
CID4465,SRI,ENSG00000075142,UNAMBIGUOUS
CID4465,SSPN,ENSG00000123096,UNAMBIGUOUS
CID4465,ST3GAL5,ENSG00000115525,UNAMBIGUOUS
CID4465,ST8SIA4,ENSG00000113532,UNAMBIGUOUS
CID4465,STAT1,ENSG00000115415,UNAMBIGUOUS
CID4465,STAT2,ENSG00000170581,UNAMBIGUOUS
CID4465,STAT3,ENSG00000168610,UNAMBIGUOUS
CID4465,STAT4,ENSG00000138378,UNAMBIGUOUS
CID4465,TAP1,ENSG00000168394,UNAMBIGUOUS
CID4465,TAPBP,ENSG00000231925,UNAMBIGUOUS
CID4465,TDRD7,ENSG00000196116,UNAMBIGUOUS
CID4465,TMT1B,,MISSING
CID4465,TNFAIP2,ENSG00000185215,UNAMBIGUOUS
CID4465,TNFAIP3,ENSG00000118503,UNAMBIGUOUS
CID4465,TNFAIP6,ENSG00000123610,UNAMBIGUOUS
CID4465,TNFSF10,ENSG00000121858,UNAMBIGUOUS
CID4465,TOR1B,ENSG00000136816,UNAMBIGUOUS
CID4465,TRAFD1,ENSG00000135148,UNAMBIGUOUS
CID4465,TRIM14,ENSG00000106785,UNAMBIGUOUS
CID4465,TRIM21,ENSG00000132109,UNAMBIGUOUS
CID4465,TRIM25,ENSG00000121060,UNAMBIGUOUS
CID4465,TRIM26,ENSG00000234127,UNAMBIGUOUS
CID4465,TXNIP,ENSG00000265972,UNAMBIGUOUS
CID4465,UBE2L6,ENSG00000156587,UNAMBIGUOUS
CID4465,UPP1,ENSG00000183696,UNAMBIGUOUS
CID4465,USP18,ENSG00000184979,UNAMBIGUOUS
CID4465,VAMP5,ENSG00000168899,UNAMBIGUOUS
CID4465,VAMP8,ENSG00000118640,UNAMBIGUOUS
CID4465,VCAM1,ENSG00000162692,UNAMBIGUOUS
CID4465,WARS1,,MISSING
CID4465,XAF1,ENSG00000132530,UNAMBIGUOUS
CID4465,XCL1,ENSG00000143184,UNAMBIGUOUS
CID4465,ZBP1,ENSG00000124256,UNAMBIGUOUS
CID4465,ZNFX1,ENSG00000124201,UNAMBIGUOUS
CID44971,ADAR,ENSG00000160710,UNAMBIGUOUS
CID44971,APOL6,ENSG00000221963,UNAMBIGUOUS
CID44971,ARID5B,ENSG00000150347,UNAMBIGUOUS
CID44971,ARL4A,ENSG00000122644,UNAMBIGUOUS
CID44971,AUTS2,ENSG00000158321,UNAMBIGUOUS
CID44971,B2M,ENSG00000166710,UNAMBIGUOUS
CID44971,BANK1,ENSG00000153064,UNAMBIGUOUS
CID44971,BATF2,ENSG00000168062,UNAMBIGUOUS
CID44971,BPGM,ENSG00000172331,UNAMBIGUOUS
CID44971,BST2,ENSG00000130303,UNAMBIGUOUS
CID44971,BTG1,ENSG00000133639,UNAMBIGUOUS
CID44971,C1R,ENSG00000159403,UNAMBIGUOUS
CID44971,C1S,ENSG00000182326,UNAMBIGUOUS
CID44971,CASP1,ENSG00000137752,UNAMBIGUOUS
CID44971,CASP3,ENSG00000164305,UNAMBIGUOUS
CID44971,CASP4,ENSG00000196954,UNAMBIGUOUS
CID44971,CASP7,ENSG00000165806,UNAMBIGUOUS
CID44971,CASP8,ENSG00000064012,UNAMBIGUOUS
CID44971,CCL2,ENSG00000108691,UNAMBIGUOUS
CID44971,CCL5,ENSG00000271503,UNAMBIGUOUS
CID44971,CCL7,ENSG00000108688,UNAMBIGUOUS
CID44971,CD274,ENSG00000120217,UNAMBIGUOUS
CID44971,CD38,ENSG00000004468,UNAMBIGUOUS
CID44971,CD40,ENSG00000101017,UNAMBIGUOUS
CID44971,CD69,ENSG00000110848,UNAMBIGUOUS
CID44971,CD74,ENSG00000019582,UNAMBIGUOUS
CID44971,CD86,ENSG00000114013,UNAMBIGUOUS
CID44971,CDKN1A,ENSG00000124762,UNAMBIGUOUS
CID44971,CFB,ENSG00000243649,UNAMBIGUOUS
CID44971,CFH,ENSG00000000971,UNAMBIGUOUS
CID44971,CIITA,ENSG00000179583,UNAMBIGUOUS
CID44971,CMKLR1,ENSG00000174600,UNAMBIGUOUS
CID44971,CMPK2,ENSG00000134326,UNAMBIGUOUS
CID44971,CMTR1,ENSG00000137200,UNAMBIGUOUS
CID44971,CSF2RB,ENSG00000100368,UNAMBIGUOUS
CID44971,CXCL10,ENSG00000169245,UNAMBIGUOUS
CID44971,CXCL11,ENSG00000169248,UNAMBIGUOUS
CID44971,CXCL9,ENSG00000138755,UNAMBIGUOUS
CID44971,DDX60,ENSG00000137628,UNAMBIGUOUS
CID44971,DHX58,ENSG00000108771,UNAMBIGUOUS
CID44971,EIF2AK2,ENSG00000055332,UNAMBIGUOUS
CID44971,EIF4E3,ENSG00000163412,UNAMBIGUOUS
CID44971,EPSTI1,ENSG00000133106,UNAMBIGUOUS
CID44971,FAS,ENSG00000026103,UNAMBIGUOUS
CID44971,FCGR1A,ENSG00000150337,UNAMBIGUOUS
CID44971,FGL2,ENSG00000127951,UNAMBIGUOUS
CID44971,FPR1,ENSG00000171051,UNAMBIGUOUS
CID44971,GBP4,ENSG00000162654,UNAMBIGUOUS
CID44971,GBP6,ENSG00000183347,UNAMBIGUOUS
CID44971,GCH1,ENSG00000131979,UNAMBIGUOUS
CID44971,GPR18,ENSG00000125245,UNAMBIGUOUS
CID44971,GZMA,ENSG00000145649,UNAMBIGUOUS
CID44971,HELZ2,ENSG00000130589,UNAMBIGUOUS
CID44971,HERC6,ENSG00000138642,UNAMBIGUOUS
CID44971,HIF1A,ENSG00000100644,UNAMBIGUOUS
CID44971,HLA-A,ENSG00000206503,UNAMBIGUOUS
CID44971,HLA-B,ENSG00000234745,UNAMBIGUOUS
CID44971,HLA-DMA,ENSG00000204257,UNAMBIGUOUS
CID44971,HLA-DQA1,ENSG00000196735,UNAMBIGUOUS
CID44971,HLA-DRB1,ENSG00000196126,UNAMBIGUOUS
CID44971,HLA-G,ENSG00000204632,UNAMBIGUOUS
CID44971,ICAM1,ENSG00000090339,UNAMBIGUOUS
CID44971,IDO1,ENSG00000131203,UNAMBIGUOUS
CID44971,IFI27,ENSG00000165949,UNAMBIGUOUS
CID44971,IFI30,ENSG00000216490,UNAMBIGUOUS
CID44971,IFI35,ENSG00000068079,UNAMBIGUOUS
CID44971,IFI44,ENSG00000137965,UNAMBIGUOUS
CID44971,IFI44L,ENSG00000137959,UNAMBIGUOUS
CID44971,IFIH1,ENSG00000115267,UNAMBIGUOUS
CID44971,IFIT1,ENSG00000185745,UNAMBIGUOUS
CID44971,IFIT2,ENSG00000119922,UNAMBIGUOUS
CID44971,IFIT3,ENSG00000119917,UNAMBIGUOUS
CID44971,IFITM2,ENSG00000185201,UNAMBIGUOUS
CID44971,IFITM3,ENSG00000142089,UNAMBIGUOUS
CID44971,IFNAR2,ENSG00000159110,UNAMBIGUOUS
CID44971,IL10RA,ENSG00000110324,UNAMBIGUOUS
CID44971,IL15,ENSG00000164136,UNAMBIGUOUS
CID44971,IL15RA,ENSG00000134470,UNAMBIGUOUS
CID44971,IL18BP,ENSG00000137496,UNAMBIGUOUS
CID44971,IL2RB,ENSG00000100385,UNAMBIGUOUS
CID44971,IL4R,ENSG00000077238,UNAMBIGUOUS
CID44971,IL6,ENSG00000136244,UNAMBIGUOUS
CID44971,IL7,ENSG00000104432,UNAMBIGUOUS
CID44971,IRF1,ENSG00000125347,UNAMBIGUOUS
CID44971,IRF2,ENSG00000168310,UNAMBIGUOUS
CID44971,IRF4,ENSG00000137265,UNAMBIGUOUS
CID44971,IRF5,ENSG00000128604,UNAMBIGUOUS
CID44971,IRF7,ENSG00000185507,UNAMBIGUOUS
CID44971,IRF8,ENSG00000140968,UNAMBIGUOUS
CID44971,IRF9,ENSG00000213928,UNAMBIGUOUS
CID44971,ISG15,ENSG00000187608,UNAMBIGUOUS
CID44971,ISG20,ENSG00000172183,UNAMBIGUOUS
CID44971,ISOC1,ENSG00000066583,UNAMBIGUOUS
CID44971,ITGB7,ENSG00000139626,UNAMBIGUOUS
CID44971,JAK2,ENSG00000096968,UNAMBIGUOUS
CID44971,KLRK1,ENSG00000213809,UNAMBIGUOUS
CID44971,LAP3,ENSG00000002549,UNAMBIGUOUS
CID44971,LATS2,ENSG00000150457,UNAMBIGUOUS
CID44971,LCP2,ENSG00000043462,UNAMBIGUOUS
CID44971,LGALS3BP,ENSG00000108679,UNAMBIGUOUS
CID44971,LY6E,ENSG00000160932,UNAMBIGUOUS
CID44971,LYSMD2,ENSG00000140280,UNAMBIGUOUS
CID44971,MARCHF1,,MISSING
CID44971,MT2A,ENSG00000125148,UNAMBIGUOUS
CID44971,MTHFD2,ENSG00000065911,UNAMBIGUOUS
CID44971,MVP,ENSG00000013364,UNAMBIGUOUS
CID44971,MX1,ENSG00000157601,UNAMBIGUOUS
CID44971,MX2,ENSG00000183486,UNAMBIGUOUS
CID44971,MYD88,ENSG00000172936,UNAMBIGUOUS
CID44971,NAMPT,ENSG00000105835,UNAMBIGUOUS
CID44971,NCOA3,ENSG00000124151,UNAMBIGUOUS
CID44971,NFKB1,ENSG00000109320,UNAMBIGUOUS
CID44971,NFKBIA,ENSG00000100906,UNAMBIGUOUS
CID44971,NLRC5,ENSG00000140853,UNAMBIGUOUS
CID44971,NMI,ENSG00000123609,UNAMBIGUOUS
CID44971,NOD1,ENSG00000106100,UNAMBIGUOUS
CID44971,NUP93,ENSG00000102900,UNAMBIGUOUS
CID44971,OAS2,ENSG00000111335,UNAMBIGUOUS
CID44971,OAS3,ENSG00000111331,UNAMBIGUOUS
CID44971,OASL,ENSG00000135114,UNAMBIGUOUS
CID44971,OGFR,ENSG00000060491,UNAMBIGUOUS
CID44971,P2RY14,ENSG00000174944,UNAMBIGUOUS
CID44971,PARP12,ENSG00000059378,UNAMBIGUOUS
CID44971,PARP14,ENSG00000173193,UNAMBIGUOUS
CID44971,PDE4B,ENSG00000184588,UNAMBIGUOUS
CID44971,PELI1,ENSG00000197329,UNAMBIGUOUS
CID44971,PFKP,ENSG00000067057,UNAMBIGUOUS
CID44971,PIM1,ENSG00000137193,UNAMBIGUOUS
CID44971,PLA2G4A,ENSG00000116711,UNAMBIGUOUS
CID44971,PLSCR1,ENSG00000188313,UNAMBIGUOUS
CID44971,PML,ENSG00000140464,UNAMBIGUOUS
CID44971,PNP,ENSG00000198805,UNAMBIGUOUS
CID44971,PNPT1,ENSG00000138035,UNAMBIGUOUS
CID44971,PSMA2,ENSG00000106588,UNAMBIGUOUS
CID44971,PSMA3,ENSG00000100567,UNAMBIGUOUS
CID44971,PSMB10,ENSG00000205220,UNAMBIGUOUS
CID44971,PSMB2,ENSG00000126067,UNAMBIGUOUS
CID44971,PSMB8,ENSG00000204264,UNAMBIGUOUS
CID44971,PSMB9,ENSG00000240065,UNAMBIGUOUS
CID44971,PSME1,ENSG00000092010,UNAMBIGUOUS
CID44971,PSME2,ENSG00000100911,UNAMBIGUOUS
CID44971,PTGS2,ENSG00000073756,UNAMBIGUOUS
CID44971,PTPN1,ENSG00000196396,UNAMBIGUOUS
CID44971,PTPN2,ENSG00000175354,UNAMBIGUOUS
CID44971,PTPN6,ENSG00000111679,UNAMBIGUOUS
CID44971,RAPGEF6,ENSG00000158987,UNAMBIGUOUS
CID44971,RBCK1,ENSG00000125826,UNAMBIGUOUS
CID44971,RIGI,,MISSING
CID44971,RIPK1,ENSG00000137275,UNAMBIGUOUS
CID44971,RIPK2,ENSG00000104312,UNAMBIGUOUS
CID44971,RNF213,ENSG00000173821,UNAMBIGUOUS
CID44971,RNF31,ENSG00000092098,UNAMBIGUOUS
CID44971,RSAD2,ENSG00000134321,UNAMBIGUOUS
CID44971,RTP4,ENSG00000136514,UNAMBIGUOUS
CID44971,SAMD9L,ENSG00000177409,UNAMBIGUOUS
CID44971,SAMHD1,ENSG00000101347,UNAMBIGUOUS
CID44971,SECTM1,ENSG00000141574,UNAMBIGUOUS
CID44971,SELP,ENSG00000174175,UNAMBIGUOUS
CID44971,SERPING1,ENSG00000149131,UNAMBIGUOUS
CID44971,SLAMF7,ENSG00000026751,UNAMBIGUOUS
CID44971,SLC25A28,ENSG00000155287,UNAMBIGUOUS
CID44971,SOCS1,ENSG00000185338,UNAMBIGUOUS
CID44971,SOCS3,ENSG00000184557,UNAMBIGUOUS
CID44971,SOD2,ENSG00000112096,UNAMBIGUOUS
CID44971,SP110,ENSG00000135899,UNAMBIGUOUS
CID44971,SPPL2A,ENSG00000138600,UNAMBIGUOUS
CID44971,SRI,ENSG00000075142,UNAMBIGUOUS
CID44971,SSPN,ENSG00000123096,UNAMBIGUOUS
CID44971,ST3GAL5,ENSG00000115525,UNAMBIGUOUS
CID44971,ST8SIA4,ENSG00000113532,UNAMBIGUOUS
CID44971,STAT1,ENSG00000115415,UNAMBIGUOUS
CID44971,STAT2,ENSG00000170581,UNAMBIGUOUS
CID44971,STAT3,ENSG00000168610,UNAMBIGUOUS
CID44971,STAT4,ENSG00000138378,UNAMBIGUOUS
CID44971,TAP1,ENSG00000168394,UNAMBIGUOUS
CID44971,TAPBP,ENSG00000231925,UNAMBIGUOUS
CID44971,TDRD7,ENSG00000196116,UNAMBIGUOUS
CID44971,TMT1B,,MISSING
CID44971,TNFAIP2,ENSG00000185215,UNAMBIGUOUS
CID44971,TNFAIP3,ENSG00000118503,UNAMBIGUOUS
CID44971,TNFAIP6,ENSG00000123610,UNAMBIGUOUS
CID44971,TNFSF10,ENSG00000121858,UNAMBIGUOUS
CID44971,TOR1B,ENSG00000136816,UNAMBIGUOUS
CID44971,TRAFD1,ENSG00000135148,UNAMBIGUOUS
CID44971,TRIM14,ENSG00000106785,UNAMBIGUOUS
CID44971,TRIM21,ENSG00000132109,UNAMBIGUOUS
CID44971,TRIM25,ENSG00000121060,UNAMBIGUOUS
CID44971,TRIM26,ENSG00000234127,UNAMBIGUOUS
CID44971,TXNIP,ENSG00000265972,UNAMBIGUOUS
CID44971,UBE2L6,ENSG00000156587,UNAMBIGUOUS
CID44971,UPP1,ENSG00000183696,UNAMBIGUOUS
CID44971,USP18,ENSG00000184979,UNAMBIGUOUS
CID44971,VAMP5,ENSG00000168899,UNAMBIGUOUS
CID44971,VAMP8,ENSG00000118640,UNAMBIGUOUS
CID44971,VCAM1,ENSG00000162692,UNAMBIGUOUS
CID44971,WARS1,,MISSING
CID44971,XAF1,ENSG00000132530,UNAMBIGUOUS
CID44971,XCL1,ENSG00000143184,UNAMBIGUOUS
CID44971,ZBP1,ENSG00000124256,UNAMBIGUOUS
CID44971,ZNFX1,ENSG00000124201,UNAMBIGUOUS
CID4535,ADAR,ENSG00000160710,UNAMBIGUOUS
CID4535,APOL6,ENSG00000221963,UNAMBIGUOUS
CID4535,ARID5B,ENSG00000150347,UNAMBIGUOUS
CID4535,ARL4A,ENSG00000122644,UNAMBIGUOUS
CID4535,AUTS2,ENSG00000158321,UNAMBIGUOUS
CID4535,B2M,ENSG00000166710,UNAMBIGUOUS
CID4535,BANK1,ENSG00000153064,UNAMBIGUOUS
CID4535,BATF2,ENSG00000168062,UNAMBIGUOUS
CID4535,BPGM,ENSG00000172331,UNAMBIGUOUS
CID4535,BST2,ENSG00000130303,UNAMBIGUOUS
CID4535,BTG1,ENSG00000133639,UNAMBIGUOUS
CID4535,C1R,ENSG00000159403,UNAMBIGUOUS
CID4535,C1S,ENSG00000182326,UNAMBIGUOUS
CID4535,CASP1,ENSG00000137752,UNAMBIGUOUS
CID4535,CASP3,ENSG00000164305,UNAMBIGUOUS
CID4535,CASP4,ENSG00000196954,UNAMBIGUOUS
CID4535,CASP7,ENSG00000165806,UNAMBIGUOUS
CID4535,CASP8,ENSG00000064012,UNAMBIGUOUS
CID4535,CCL2,ENSG00000108691,UNAMBIGUOUS
CID4535,CCL5,ENSG00000271503,UNAMBIGUOUS
CID4535,CCL7,ENSG00000108688,UNAMBIGUOUS
CID4535,CD274,ENSG00000120217,UNAMBIGUOUS
CID4535,CD38,ENSG00000004468,UNAMBIGUOUS
CID4535,CD40,ENSG00000101017,UNAMBIGUOUS
CID4535,CD69,ENSG00000110848,UNAMBIGUOUS
CID4535,CD74,ENSG00000019582,UNAMBIGUOUS
CID4535,CD86,ENSG00000114013,UNAMBIGUOUS
CID4535,CDKN1A,ENSG00000124762,UNAMBIGUOUS
CID4535,CFB,ENSG00000243649,UNAMBIGUOUS
CID4535,CFH,ENSG00000000971,UNAMBIGUOUS
CID4535,CIITA,ENSG00000179583,UNAMBIGUOUS
CID4535,CMKLR1,ENSG00000174600,UNAMBIGUOUS
CID4535,CMPK2,ENSG00000134326,UNAMBIGUOUS
CID4535,CMTR1,ENSG00000137200,UNAMBIGUOUS
CID4535,CSF2RB,ENSG00000100368,UNAMBIGUOUS
CID4535,CXCL10,ENSG00000169245,UNAMBIGUOUS
CID4535,CXCL11,ENSG00000169248,UNAMBIGUOUS
CID4535,CXCL9,ENSG00000138755,UNAMBIGUOUS
CID4535,DDX60,ENSG00000137628,UNAMBIGUOUS
CID4535,DHX58,ENSG00000108771,UNAMBIGUOUS
CID4535,EIF2AK2,ENSG00000055332,UNAMBIGUOUS
CID4535,EIF4E3,ENSG00000163412,UNAMBIGUOUS
CID4535,EPSTI1,ENSG00000133106,UNAMBIGUOUS
CID4535,FAS,ENSG00000026103,UNAMBIGUOUS
CID4535,FCGR1A,ENSG00000150337,UNAMBIGUOUS
CID4535,FGL2,ENSG00000127951,UNAMBIGUOUS
CID4535,FPR1,ENSG00000171051,UNAMBIGUOUS
CID4535,GBP4,ENSG00000162654,UNAMBIGUOUS
CID4535,GBP6,ENSG00000183347,UNAMBIGUOUS
CID4535,GCH1,ENSG00000131979,UNAMBIGUOUS
CID4535,GPR18,ENSG00000125245,UNAMBIGUOUS
CID4535,GZMA,ENSG00000145649,UNAMBIGUOUS
CID4535,HELZ2,ENSG00000130589,UNAMBIGUOUS
CID4535,HERC6,ENSG00000138642,UNAMBIGUOUS
CID4535,HIF1A,ENSG00000100644,UNAMBIGUOUS
CID4535,HLA-A,ENSG00000206503,UNAMBIGUOUS
CID4535,HLA-B,ENSG00000234745,UNAMBIGUOUS
CID4535,HLA-DMA,ENSG00000204257,UNAMBIGUOUS
CID4535,HLA-DQA1,ENSG00000196735,UNAMBIGUOUS
CID4535,HLA-DRB1,ENSG00000196126,UNAMBIGUOUS
CID4535,HLA-G,ENSG00000204632,UNAMBIGUOUS
CID4535,ICAM1,ENSG00000090339,UNAMBIGUOUS
CID4535,IDO1,ENSG00000131203,UNAMBIGUOUS
CID4535,IFI27,ENSG00000165949,UNAMBIGUOUS
CID4535,IFI30,ENSG00000216490,UNAMBIGUOUS
CID4535,IFI35,ENSG00000068079,UNAMBIGUOUS
CID4535,IFI44,ENSG00000137965,UNAMBIGUOUS
CID4535,IFI44L,ENSG00000137959,UNAMBIGUOUS
CID4535,IFIH1,ENSG00000115267,UNAMBIGUOUS
CID4535,IFIT1,ENSG00000185745,UNAMBIGUOUS
CID4535,IFIT2,ENSG00000119922,UNAMBIGUOUS
CID4535,IFIT3,ENSG00000119917,UNAMBIGUOUS
CID4535,IFITM2,ENSG00000185201,UNAMBIGUOUS
CID4535,IFITM3,ENSG00000142089,UNAMBIGUOUS
CID4535,IFNAR2,ENSG00000159110,UNAMBIGUOUS
CID4535,IL10RA,ENSG00000110324,UNAMBIGUOUS
CID4535,IL15,ENSG00000164136,UNAMBIGUOUS
CID4535,IL15RA,ENSG00000134470,UNAMBIGUOUS
CID4535,IL18BP,ENSG00000137496,UNAMBIGUOUS
CID4535,IL2RB,ENSG00000100385,UNAMBIGUOUS
CID4535,IL4R,ENSG00000077238,UNAMBIGUOUS
CID4535,IL6,ENSG00000136244,UNAMBIGUOUS
CID4535,IL7,ENSG00000104432,UNAMBIGUOUS
CID4535,IRF1,ENSG00000125347,UNAMBIGUOUS
CID4535,IRF2,ENSG00000168310,UNAMBIGUOUS
CID4535,IRF4,ENSG00000137265,UNAMBIGUOUS
CID4535,IRF5,ENSG00000128604,UNAMBIGUOUS
CID4535,IRF7,ENSG00000185507,UNAMBIGUOUS
CID4535,IRF8,ENSG00000140968,UNAMBIGUOUS
CID4535,IRF9,ENSG00000213928,UNAMBIGUOUS
CID4535,ISG15,ENSG00000187608,UNAMBIGUOUS
CID4535,ISG20,ENSG00000172183,UNAMBIGUOUS
CID4535,ISOC1,ENSG00000066583,UNAMBIGUOUS
CID4535,ITGB7,ENSG00000139626,UNAMBIGUOUS
CID4535,JAK2,ENSG00000096968,UNAMBIGUOUS
CID4535,KLRK1,ENSG00000213809,UNAMBIGUOUS
CID4535,LAP3,ENSG00000002549,UNAMBIGUOUS
CID4535,LATS2,ENSG00000150457,UNAMBIGUOUS
CID4535,LCP2,ENSG00000043462,UNAMBIGUOUS
CID4535,LGALS3BP,ENSG00000108679,UNAMBIGUOUS
CID4535,LY6E,ENSG00000160932,UNAMBIGUOUS
CID4535,LYSMD2,ENSG00000140280,UNAMBIGUOUS
CID4535,MARCHF1,,MISSING
CID4535,MT2A,ENSG00000125148,UNAMBIGUOUS
CID4535,MTHFD2,ENSG00000065911,UNAMBIGUOUS
CID4535,MVP,ENSG00000013364,UNAMBIGUOUS
CID4535,MX1,ENSG00000157601,UNAMBIGUOUS
CID4535,MX2,ENSG00000183486,UNAMBIGUOUS
CID4535,MYD88,ENSG00000172936,UNAMBIGUOUS
CID4535,NAMPT,ENSG00000105835,UNAMBIGUOUS
CID4535,NCOA3,ENSG00000124151,UNAMBIGUOUS
CID4535,NFKB1,ENSG00000109320,UNAMBIGUOUS
CID4535,NFKBIA,ENSG00000100906,UNAMBIGUOUS
CID4535,NLRC5,ENSG00000140853,UNAMBIGUOUS
CID4535,NMI,ENSG00000123609,UNAMBIGUOUS
CID4535,NOD1,ENSG00000106100,UNAMBIGUOUS
CID4535,NUP93,ENSG00000102900,UNAMBIGUOUS
CID4535,OAS2,ENSG00000111335,UNAMBIGUOUS
CID4535,OAS3,ENSG00000111331,UNAMBIGUOUS
CID4535,OASL,ENSG00000135114,UNAMBIGUOUS
CID4535,OGFR,ENSG00000060491,UNAMBIGUOUS
CID4535,P2RY14,ENSG00000174944,UNAMBIGUOUS
CID4535,PARP12,ENSG00000059378,UNAMBIGUOUS
CID4535,PARP14,ENSG00000173193,UNAMBIGUOUS
CID4535,PDE4B,ENSG00000184588,UNAMBIGUOUS
CID4535,PELI1,ENSG00000197329,UNAMBIGUOUS
CID4535,PFKP,ENSG00000067057,UNAMBIGUOUS
CID4535,PIM1,ENSG00000137193,UNAMBIGUOUS
CID4535,PLA2G4A,ENSG00000116711,UNAMBIGUOUS
CID4535,PLSCR1,ENSG00000188313,UNAMBIGUOUS
CID4535,PML,ENSG00000140464,UNAMBIGUOUS
CID4535,PNP,ENSG00000198805,UNAMBIGUOUS
CID4535,PNPT1,ENSG00000138035,UNAMBIGUOUS
CID4535,PSMA2,ENSG00000106588,UNAMBIGUOUS
CID4535,PSMA3,ENSG00000100567,UNAMBIGUOUS
CID4535,PSMB10,ENSG00000205220,UNAMBIGUOUS
CID4535,PSMB2,ENSG00000126067,UNAMBIGUOUS
CID4535,PSMB8,ENSG00000204264,UNAMBIGUOUS
CID4535,PSMB9,ENSG00000240065,UNAMBIGUOUS
CID4535,PSME1,ENSG00000092010,UNAMBIGUOUS
CID4535,PSME2,ENSG00000100911,UNAMBIGUOUS
CID4535,PTGS2,ENSG00000073756,UNAMBIGUOUS
CID4535,PTPN1,ENSG00000196396,UNAMBIGUOUS
CID4535,PTPN2,ENSG00000175354,UNAMBIGUOUS
CID4535,PTPN6,ENSG00000111679,UNAMBIGUOUS
CID4535,RAPGEF6,ENSG00000158987,UNAMBIGUOUS
CID4535,RBCK1,ENSG00000125826,UNAMBIGUOUS
CID4535,RIGI,,MISSING
CID4535,RIPK1,ENSG00000137275,UNAMBIGUOUS
CID4535,RIPK2,ENSG00000104312,UNAMBIGUOUS
CID4535,RNF213,ENSG00000173821,UNAMBIGUOUS
CID4535,RNF31,ENSG00000092098,UNAMBIGUOUS
CID4535,RSAD2,ENSG00000134321,UNAMBIGUOUS
CID4535,RTP4,ENSG00000136514,UNAMBIGUOUS
CID4535,SAMD9L,ENSG00000177409,UNAMBIGUOUS
CID4535,SAMHD1,ENSG00000101347,UNAMBIGUOUS
CID4535,SECTM1,ENSG00000141574,UNAMBIGUOUS
CID4535,SELP,ENSG00000174175,UNAMBIGUOUS
CID4535,SERPING1,ENSG00000149131,UNAMBIGUOUS
CID4535,SLAMF7,ENSG00000026751,UNAMBIGUOUS
CID4535,SLC25A28,ENSG00000155287,UNAMBIGUOUS
CID4535,SOCS1,ENSG00000185338,UNAMBIGUOUS
CID4535,SOCS3,ENSG00000184557,UNAMBIGUOUS
CID4535,SOD2,ENSG00000112096,UNAMBIGUOUS
CID4535,SP110,ENSG00000135899,UNAMBIGUOUS
CID4535,SPPL2A,ENSG00000138600,UNAMBIGUOUS
CID4535,SRI,ENSG00000075142,UNAMBIGUOUS
CID4535,SSPN,ENSG00000123096,UNAMBIGUOUS
CID4535,ST3GAL5,ENSG00000115525,UNAMBIGUOUS
CID4535,ST8SIA4,ENSG00000113532,UNAMBIGUOUS
CID4535,STAT1,ENSG00000115415,UNAMBIGUOUS
CID4535,STAT2,ENSG00000170581,UNAMBIGUOUS
CID4535,STAT3,ENSG00000168610,UNAMBIGUOUS
CID4535,STAT4,ENSG00000138378,UNAMBIGUOUS
CID4535,TAP1,ENSG00000168394,UNAMBIGUOUS
CID4535,TAPBP,ENSG00000231925,UNAMBIGUOUS
CID4535,TDRD7,ENSG00000196116,UNAMBIGUOUS
CID4535,TMT1B,,MISSING
CID4535,TNFAIP2,ENSG00000185215,UNAMBIGUOUS
CID4535,TNFAIP3,ENSG00000118503,UNAMBIGUOUS
CID4535,TNFAIP6,ENSG00000123610,UNAMBIGUOUS
CID4535,TNFSF10,ENSG00000121858,UNAMBIGUOUS
CID4535,TOR1B,ENSG00000136816,UNAMBIGUOUS
CID4535,TRAFD1,ENSG00000135148,UNAMBIGUOUS
CID4535,TRIM14,ENSG00000106785,UNAMBIGUOUS
CID4535,TRIM21,ENSG00000132109,UNAMBIGUOUS
CID4535,TRIM25,ENSG00000121060,UNAMBIGUOUS
