gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj_native,padj
TSPAN14,31.857548987834925,-0.0137075233645559,0.1637919177360505,-0.0836886432128204,0.9333039868710628,0.9475167379401652,0.9475167379401652
TXNRD1,139.9731157316082,-0.4750451027423006,0.0996911760225376,-4.76516700570274,1.8869729100341607e-06,5.461571374917975e-06,5.461571374917976e-06
GADD45GIP1,244.3818759853125,-0.594071571401285,0.0991634914856528,-5.9908295129688565,2.087734095517444e-09,7.550575390659832e-09,7.550575390659832e-09
PHTF2,5.856891469806994,-0.0920192179555041,0.3258764324146643,-0.2823745714707393,0.7776563109902977,0.8104807826892109,0.8104807826892108
HBP1,138.6588467360844,0.5823021528347835,0.099973409160997,5.824570330467023,5.725972141152846e-09,1.9847390437271565e-08,1.9847390437271565e-08
BUB3,183.16963216051704,-0.1662920999051508,0.0733208399850493,-2.268005930361121,0.0233288452240981,0.0392411189640003,0.0392411189640003
DCAF7,47.513190200661406,-0.1241243682845305,0.1549648748082734,-0.8009838903048222,0.4231409721259979,0.4894632413256193,0.4894632413256193
RASA1,7.4274470774641985,-0.9206991026254576,0.298926739391336,-3.080015874458579,0.002069895622359,0.004285498182938,0.004285498182938
RABGAP1,8.181955518643708,0.1760611965040071,0.2769286313595185,0.6357637909799158,0.5249303912706679,0.5872194843752034,0.5872194843752033
ALG13,63.45441210466648,-0.3852389368909239,0.1178111451057978,-3.269970226882762,0.001075588045054,0.0023081288520472,0.0023081288520472
ADD1,28.40937937599577,0.1552608928290332,0.1960272778312143,0.7920371825125164,0.4283389960096955,0.4938515204854338,0.4938515204854338
USP8,47.2414749160006,-0.4842975149084628,0.1393028094888373,-3.476581101885607,0.0005078506053569,0.0011386784873474,0.0011386784873474
C2orf42,12.90175885758979,-0.2451439861481484,0.2217785072439388,-1.1053550192693355,0.2690057862072772,0.3385850046661764,0.3385850046661764
TRRAP,5.102846457004762,-0.3102740862276694,0.3343493594180062,-0.927993661383877,0.3534108576210257,0.4222351942903534,0.4222351942903533
AKAP10,10.660336648257962,-0.0531596207005,0.2305497745060065,-0.2305776304245099,0.8176429476923921,0.8472983913910798,0.8472983913910799
HPCAL1,48.406831273274186,-0.4627105602643569,0.1277288947066898,-3.622598953250962,0.0002916578322267,0.0006751338708951,0.0006751338708951
CCT6A,183.93587697323184,-0.1599424658307748,0.0751592750748415,-2.1280469465878777,0.0333331913696278,0.0541562816728315,0.0541562816728315
RAB27A,50.08596961531242,-0.1676120129252,0.1209293508187699,-1.3860325205614543,0.1657369734882952,0.225492480936456,0.225492480936456
NR4A3,32.00435886865667,1.258141520214134,0.18427185570657,6.827637977541005,8.632408897804343e-12,3.811218056425759e-11,3.811218056425758e-11
M6PR,176.26152423521677,-0.479565620448485,0.0877448350760619,-5.4654569700059445,4.617157888156224e-08,1.5364918097025704e-07,1.5364918097025704e-07
RAB6A,63.683290730313686,-0.1686595919736565,0.1062174879065276,-1.5878702772756077,0.112315675812511,0.1598799655694108,0.1598799655694108
ID2,228.03674109148704,-0.8138398926753431,0.1662076084061075,-4.896526100579143,9.754569724083944e-07,2.911811857935506e-06,2.911811857935505e-06
HCG18,15.112346684449491,-0.7143496674072306,0.2535802220061753,-2.8170559271370714,0.0048466085357889,0.0093654271222974,0.0093654271222974
AP2B1,33.31342066417509,0.2512786043329873,0.1619391137884311,1.5516856826898264,0.1207374501086153,0.1701725864814874,0.1701725864814874
SRSF9,209.80988648379932,-0.7624486143304458,0.1056766811754997,-7.214918237867725,5.396639217680261e-13,2.486930515060028e-12,2.4869305150600284e-12
STX16,19.32166091871758,0.3419621403458928,0.2020708814417248,1.6922880620210052,0.0905910628962703,0.1317688187582114,0.1317688187582113
BUD31,244.51600528818275,-0.0803316332137067,0.0735999839420354,-1.0914626459290118,0.2750693598430287,0.3452619074579983,0.3452619074579983
KLHL5,19.510933873500505,-0.3667057483211925,0.1878508739510419,-1.952110951673103,0.0509250332746951,0.0793459523322127,0.0793459523322127
PPP1CB,88.66331412143987,-0.1237026954309982,0.1000706879803327,-1.2361531426196453,0.2164016442998171,0.2812237092915102,0.2812237092915102
RAD21,77.46957224245207,0.1437296371660633,0.1348760645533474,1.0656422816163509,0.2865853782232038,0.3575612953502231,0.3575612953502232
WWP2,11.19416270147727,-0.3152915114049852,0.2342953346418098,-1.3457011932696064,0.1783989014015301,0.2396224330443655,0.2396224330443655
PDLIM5,40.33878722048532,-0.3858297934719711,0.1775739918854186,-2.172783240244617,0.0297966352926658,0.0489673546305109,0.0489673546305109
SSU72,199.63820823671932,-0.5518418878283489,0.0711838927048534,-7.752342093968169,9.021296252618039e-15,4.544733628522941e-14,4.5447336285229426e-14
ZNF131,25.596939676154307,0.1855837656777516,0.1675143895649151,1.1078676056413304,0.2679189976630204,0.3377120223863094,0.3377120223863094
VPS41,18.526929339485108,-0.0686831642914933,0.1865259515957212,-0.3682231008817374,0.7127068865786048,0.7571387937257826,0.7571387937257826
CCT3,210.16533572178008,-0.3776150291608266,0.0815229895440945,-4.632006643433759,3.621385302446646e-06,1.0186737840918836e-05,1.0186737840918836e-05
SPOP,67.67181239272807,0.1131621565311337,0.1131326962486108,1.0002604046707964,0.3171845036573706,0.3877561169405509,0.3877561169405508
SDHD,213.05903026038445,0.0224671552284245,0.0706067471941342,0.3182012501815263,0.7503322845064295,0.78775042992801,0.78775042992801
BNIP3L,139.36861568572266,-0.0962895797511689,0.1235294644970215,-0.7794867414283224,0.435693044798167,0.5010845828616067,0.5010845828616067
NGLY1,55.0346866580474,0.1197879062224467,0.1159782984106239,1.0328475918687376,0.3016752277924034,0.3724385528301276,0.3724385528301276
UBL3,48.232165960708095,0.1267913979624439,0.1413377230961978,0.897081084829325,0.3696756511739375,0.4390447163585956,0.4390447163585956
LRP1,10.015519473906462,-2.085690978513254,0.3171457380331947,-6.576443345724389,4.818344673606214e-11,2.0118349367875635e-10,2.0118349367875635e-10
DDIT4,255.21271426623088,-0.440156327277414,0.1134785999095914,-3.878760644104591,0.0001049899952127,0.0002539056716148,0.0002539056716148
GALNT2,20.232154216848954,0.0713999999162338,0.199692696920036,0.3575493797092884,0.7206805661917557,0.7626249377690536,0.7626249377690536
VAMP2,207.31103617668424,-0.4351401957198478,0.0724277566991901,-6.007920382334763,1.879180760731012e-09,6.833384584476406e-09,6.833384584476406e-09
ACBD6,14.80188932347908,-0.664752241619367,0.2583447214004635,-2.573121053202887,0.0100785949322252,0.018425219254525,0.018425219254525
UBE2Z,92.4309421705185,1.5514768256639473,0.18264479963607,8.494503149037646,1.9878140461464267e-17,1.1294397989468331e-16,1.1294397989468331e-16
XIAP,40.57764237610195,0.7323568224265399,0.1534296451098108,4.773241976166903,1.812837613373589e-06,5.262228195569199e-06,5.262228195569199e-06
ZC3H11A,27.568173815454323,-0.2278275486814213,0.1757212001072937,-1.2965285266792623,0.194793458547289,0.2578338299765573,0.2578338299765573
C5AR1,187.45343984853656,-1.0130832168340709,0.1653634919773787,-6.126401932614352,8.988856590368456e-10,3.3478050615897412e-09,3.3478050615897404e-09
MEF2C,27.29658052123852,-0.1674902608553271,0.1939543303367192,-0.8635551501456634,0.3878323109339404,0.4568107313709545,0.4568107313709545
POU2F2,37.859005621028274,-0.6986251301547084,0.1517613786012018,-4.603444806537728,4.155593638705544e-06,1.165664414784164e-05,1.165664414784164e-05
COX16,127.2492843598504,-0.1232758973075936,0.0899073169663077,-1.3711442123647242,0.1703300048903279,0.2306432022888664,0.2306432022888664
BLVRA,162.1498451449918,1.9755774708159308,0.1079569426648134,18.29967968757449,8.323680654322879e-75,3.2641884918913257e-73,3.264188491891325e-73
