seed,grid_id,donors_per_group,cells_per_donor,donor_sd,nonnull_fraction,method,discoveries,true_positive,false_positive,fdp,sensitivity,any_false_positive,pvalue_nonfinite,two_methods_seconds
260942,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0023447999847121537
260943,0,4,20,0.0,0.0,cell_welch,0,0,0,0.0,,0,0,0.0013589999871328473
260943,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013589999871328473
260944,0,4,20,0.0,0.0,cell_welch,0,0,0,0.0,,0,0,0.0016874999855645
260944,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0016874999855645
260945,0,4,20,0.0,0.0,cell_welch,0,0,0,0.0,,0,0,0.0012818999821320176
260945,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0012818999821320176
260946,0,4,20,0.0,0.0,cell_welch,1,0,1,1.0,,1,0,0.001303299970459193
260946,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.001303299970459193
260947,0,4,20,0.0,0.0,cell_welch,0,0,0,0.0,,0,0,0.0015299000078812242
260947,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0015299000078812242
260948,0,4,20,0.0,0.0,cell_welch,0,0,0,0.0,,0,0,0.0013136000488884747
260948,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013136000488884747
260949,0,4,20,0.0,0.0,cell_welch,0,0,0,0.0,,0,0,0.0014782999642193317
260949,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0014782999642193317
260950,0,4,20,0.0,0.0,cell_welch,0,0,0,0.0,,0,0,0.0012360000400803983
260950,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0012360000400803983
260951,0,4,20,0.0,0.0,cell_welch,0,0,0,0.0,,0,0,0.0026493000332266092
260951,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0026493000332266092
260952,0,4,20,0.0,0.0,cell_welch,0,0,0,0.0,,0,0,0.0013145999982953072
260952,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013145999982953072
260953,0,4,20,0.0,0.0,cell_welch,0,0,0,0.0,,0,0,0.0031439000158570707
260953,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0031439000158570707
260954,0,4,20,0.0,0.0,cell_welch,0,0,0,0.0,,0,0,0.0012813000357709825
260954,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0012813000357709825
260955,0,4,20,0.0,0.0,cell_welch,0,0,0,0.0,,0,0,0.0023892000317573547
260955,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0023892000317573547
260956,0,4,20,0.0,0.0,cell_welch,0,0,0,0.0,,0,0,0.0014327999670058489
260956,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0014327999670058489
260957,0,4,20,0.0,0.0,cell_welch,1,0,1,1.0,,1,0,0.002719599986448884
260957,0,4,20,0.0,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.002719599986448884
261908,1,4,20,0.0,0.2,cell_welch,41,39,2,0.04878048780487805,0.975,1,0,0.0014516999945044518
261908,1,4,20,0.0,0.2,donor_mean_welch,35,35,0,0.0,0.875,0,0,0.0014516999945044518
261909,1,4,20,0.0,0.2,cell_welch,40,40,0,0.0,1.0,0,0,0.0014041000395081937
261909,1,4,20,0.0,0.2,donor_mean_welch,29,28,1,0.034482758620689655,0.7,1,0,0.0014041000395081937
261910,1,4,20,0.0,0.2,cell_welch,40,40,0,0.0,1.0,0,0,0.0013167000142857432
261910,1,4,20,0.0,0.2,donor_mean_welch,35,35,0,0.0,0.875,0,0,0.0013167000142857432
261911,1,4,20,0.0,0.2,cell_welch,41,39,2,0.04878048780487805,0.975,1,0,0.0014883999829180539
261911,1,4,20,0.0,0.2,donor_mean_welch,28,28,0,0.0,0.7,0,0,0.0014883999829180539
261912,1,4,20,0.0,0.2,cell_welch,40,39,1,0.025,0.975,1,0,0.0013888999819755554
261912,1,4,20,0.0,0.2,donor_mean_welch,34,33,1,0.029411764705882353,0.825,1,0,0.0013888999819755554
261913,1,4,20,0.0,0.2,cell_welch,38,38,0,0.0,0.95,0,0,0.0013337000273168087
261913,1,4,20,0.0,0.2,donor_mean_welch,34,32,2,0.058823529411764705,0.8,1,0,0.0013337000273168087
261914,1,4,20,0.0,0.2,cell_welch,41,40,1,0.024390243902439025,1.0,1,0,0.002002199995331466
261914,1,4,20,0.0,0.2,donor_mean_welch,30,30,0,0.0,0.75,0,0,0.002002199995331466
261915,1,4,20,0.0,0.2,cell_welch,41,40,1,0.024390243902439025,1.0,1,0,0.001406199997290969
261915,1,4,20,0.0,0.2,donor_mean_welch,35,33,2,0.05714285714285714,0.825,1,0,0.001406199997290969
261916,1,4,20,0.0,0.2,cell_welch,40,39,1,0.025,0.975,1,0,0.0016055000014603138
261916,1,4,20,0.0,0.2,donor_mean_welch,32,31,1,0.03125,0.775,1,0,0.0016055000014603138
261917,1,4,20,0.0,0.2,cell_welch,43,40,3,0.06976744186046512,1.0,1,0,0.0016001000185497105
261917,1,4,20,0.0,0.2,donor_mean_welch,30,30,0,0.0,0.75,0,0,0.0016001000185497105
261918,1,4,20,0.0,0.2,cell_welch,40,39,1,0.025,0.975,1,0,0.0015959999873302877
261918,1,4,20,0.0,0.2,donor_mean_welch,36,34,2,0.05555555555555555,0.85,1,0,0.0015959999873302877
261919,1,4,20,0.0,0.2,cell_welch,42,40,2,0.047619047619047616,1.0,1,0,0.0014154999516904354
261919,1,4,20,0.0,0.2,donor_mean_welch,28,27,1,0.03571428571428571,0.675,1,0,0.0014154999516904354
261920,1,4,20,0.0,0.2,cell_welch,42,40,2,0.047619047619047616,1.0,1,0,0.0027824999997392297
261920,1,4,20,0.0,0.2,donor_mean_welch,40,36,4,0.1,0.9,1,0,0.0027824999997392297
261921,1,4,20,0.0,0.2,cell_welch,41,39,2,0.04878048780487805,0.975,1,0,0.0014334999723359942
261921,1,4,20,0.0,0.2,donor_mean_welch,25,23,2,0.08,0.575,1,0,0.0014334999723359942
261922,1,4,20,0.0,0.2,cell_welch,41,40,1,0.024390243902439025,1.0,1,0,0.0015848000184632838
261922,1,4,20,0.0,0.2,donor_mean_welch,34,33,1,0.029411764705882353,0.825,1,0,0.0015848000184632838
261923,1,4,20,0.0,0.2,cell_welch,41,40,1,0.024390243902439025,1.0,1,0,0.0014797999756410718
261923,1,4,20,0.0,0.2,donor_mean_welch,28,28,0,0.0,0.7,0,0,0.0014797999756410718
261924,1,4,20,0.0,0.2,cell_welch,39,38,1,0.02564102564102564,0.95,1,0,0.001366599986795336
261924,1,4,20,0.0,0.2,donor_mean_welch,29,29,0,0.0,0.725,0,0,0.001366599986795336
261925,1,4,20,0.0,0.2,cell_welch,41,40,1,0.024390243902439025,1.0,1,0,0.0014324000221677125
261925,1,4,20,0.0,0.2,donor_mean_welch,39,38,1,0.02564102564102564,0.95,1,0,0.0014324000221677125
261926,1,4,20,0.0,0.2,cell_welch,41,40,1,0.024390243902439025,1.0,1,0,0.001256599964108318
261926,1,4,20,0.0,0.2,donor_mean_welch,32,31,1,0.03125,0.775,1,0,0.001256599964108318
261927,1,4,20,0.0,0.2,cell_welch,41,40,1,0.024390243902439025,1.0,1,0,0.0014726999797858298
261927,1,4,20,0.0,0.2,donor_mean_welch,30,30,0,0.0,0.75,0,0,0.0014726999797858298
261928,1,4,20,0.0,0.2,cell_welch,44,40,4,0.09090909090909091,1.0,1,0,0.0012653999729081988
261928,1,4,20,0.0,0.2,donor_mean_welch,25,25,0,0.0,0.625,0,0,0.0012653999729081988
261929,1,4,20,0.0,0.2,cell_welch,42,40,2,0.047619047619047616,1.0,1,0,0.0020665000192821026
261929,1,4,20,0.0,0.2,donor_mean_welch,34,34,0,0.0,0.85,0,0,0.0020665000192821026
261930,1,4,20,0.0,0.2,cell_welch,40,40,0,0.0,1.0,0,0,0.0012387000024318695
261930,1,4,20,0.0,0.2,donor_mean_welch,32,32,0,0.0,0.8,0,0,0.0012387000024318695
261931,1,4,20,0.0,0.2,cell_welch,40,40,0,0.0,1.0,0,0,0.00294700002996251
261931,1,4,20,0.0,0.2,donor_mean_welch,40,38,2,0.05,0.95,1,0,0.00294700002996251
261932,1,4,20,0.0,0.2,cell_welch,42,40,2,0.047619047619047616,1.0,1,0,0.0013020000187680125
261932,1,4,20,0.0,0.2,donor_mean_welch,36,34,2,0.05555555555555555,0.85,1,0,0.0013020000187680125
261933,1,4,20,0.0,0.2,cell_welch,39,37,2,0.05128205128205128,0.925,1,0,0.0025201000389643013
261933,1,4,20,0.0,0.2,donor_mean_welch,22,22,0,0.0,0.55,0,0,0.0025201000389643013
261934,1,4,20,0.0,0.2,cell_welch,42,40,2,0.047619047619047616,1.0,1,0,0.0012939000152982771
261934,1,4,20,0.0,0.2,donor_mean_welch,26,25,1,0.038461538461538464,0.625,1,0,0.0012939000152982771
261935,1,4,20,0.0,0.2,cell_welch,43,40,3,0.06976744186046512,1.0,1,0,0.004642300016712397
261935,1,4,20,0.0,0.2,donor_mean_welch,32,32,0,0.0,0.8,0,0,0.004642300016712397
261936,1,4,20,0.0,0.2,cell_welch,40,39,1,0.025,0.975,1,0,0.0013019999605603516
261936,1,4,20,0.0,0.2,donor_mean_welch,33,32,1,0.030303030303030304,0.8,1,0,0.0013019999605603516
261937,1,4,20,0.0,0.2,cell_welch,41,38,3,0.07317073170731707,0.95,1,0,0.0015873999800533056
261937,1,4,20,0.0,0.2,donor_mean_welch,30,29,1,0.03333333333333333,0.725,1,0,0.0015873999800533056
261938,1,4,20,0.0,0.2,cell_welch,42,40,2,0.047619047619047616,1.0,1,0,0.0012546000070869923
261938,1,4,20,0.0,0.2,donor_mean_welch,36,35,1,0.027777777777777776,0.875,1,0,0.0012546000070869923
261939,1,4,20,0.0,0.2,cell_welch,41,40,1,0.024390243902439025,1.0,1,0,0.003254299983382225
261939,1,4,20,0.0,0.2,donor_mean_welch,39,37,2,0.05128205128205128,0.925,1,0,0.003254299983382225
261940,1,4,20,0.0,0.2,cell_welch,40,40,0,0.0,1.0,0,0,0.001319300034083426
261940,1,4,20,0.0,0.2,donor_mean_welch,30,30,0,0.0,0.75,0,0,0.001319300034083426
261941,1,4,20,0.0,0.2,cell_welch,43,40,3,0.06976744186046512,1.0,1,0,0.0014282999909482896
261941,1,4,20,0.0,0.2,donor_mean_welch,37,36,1,0.02702702702702703,0.9,1,0,0.0014282999909482896
261942,1,4,20,0.0,0.2,cell_welch,45,40,5,0.1111111111111111,1.0,1,0,0.0013466000091284513
261942,1,4,20,0.0,0.2,donor_mean_welch,34,31,3,0.08823529411764706,0.775,1,0,0.0013466000091284513
261943,1,4,20,0.0,0.2,cell_welch,42,40,2,0.047619047619047616,1.0,1,0,0.0014818999916315079
261943,1,4,20,0.0,0.2,donor_mean_welch,33,33,0,0.0,0.825,0,0,0.0014818999916315079
261944,1,4,20,0.0,0.2,cell_welch,40,40,0,0.0,1.0,0,0,0.001337599998805672
261944,1,4,20,0.0,0.2,donor_mean_welch,33,32,1,0.030303030303030304,0.8,1,0,0.001337599998805672
261945,1,4,20,0.0,0.2,cell_welch,41,40,1,0.024390243902439025,1.0,1,0,0.0013775999541394413
261945,1,4,20,0.0,0.2,donor_mean_welch,35,35,0,0.0,0.875,0,0,0.0013775999541394413
261946,1,4,20,0.0,0.2,cell_welch,44,40,4,0.09090909090909091,1.0,1,0,0.0013947999686934054
261946,1,4,20,0.0,0.2,donor_mean_welch,32,31,1,0.03125,0.775,1,0,0.0013947999686934054
261947,1,4,20,0.0,0.2,cell_welch,43,39,4,0.09302325581395349,0.975,1,0,0.001380499976221472
261947,1,4,20,0.0,0.2,donor_mean_welch,29,28,1,0.034482758620689655,0.7,1,0,0.001380499976221472
261948,1,4,20,0.0,0.2,cell_welch,43,40,3,0.06976744186046512,1.0,1,0,0.0016678999527357519
261948,1,4,20,0.0,0.2,donor_mean_welch,33,31,2,0.06060606060606061,0.775,1,0,0.0016678999527357519
261949,1,4,20,0.0,0.2,cell_welch,40,39,1,0.025,0.975,1,0,0.0013069999986328185
261949,1,4,20,0.0,0.2,donor_mean_welch,25,25,0,0.0,0.625,0,0,0.0013069999986328185
261950,1,4,20,0.0,0.2,cell_welch,40,39,1,0.025,0.975,1,0,0.0018801999976858497
261950,1,4,20,0.0,0.2,donor_mean_welch,29,27,2,0.06896551724137931,0.675,1,0,0.0018801999976858497
261951,1,4,20,0.0,0.2,cell_welch,41,40,1,0.024390243902439025,1.0,1,0,0.0013534999452531338
261951,1,4,20,0.0,0.2,donor_mean_welch,26,26,0,0.0,0.65,0,0,0.0013534999452531338
261952,1,4,20,0.0,0.2,cell_welch,40,39,1,0.025,0.975,1,0,0.0019425000064074993
261952,1,4,20,0.0,0.2,donor_mean_welch,30,30,0,0.0,0.75,0,0,0.0019425000064074993
261953,1,4,20,0.0,0.2,cell_welch,41,40,1,0.024390243902439025,1.0,1,0,0.0013196999789215624
261953,1,4,20,0.0,0.2,donor_mean_welch,34,34,0,0.0,0.85,0,0,0.0013196999789215624
261954,1,4,20,0.0,0.2,cell_welch,39,39,0,0.0,0.975,0,0,0.0011851000017486513
261954,1,4,20,0.0,0.2,donor_mean_welch,28,28,0,0.0,0.7,0,0,0.0011851000017486513
261955,1,4,20,0.0,0.2,cell_welch,42,40,2,0.047619047619047616,1.0,1,0,0.0013651999761350453
261955,1,4,20,0.0,0.2,donor_mean_welch,34,33,1,0.029411764705882353,0.825,1,0,0.0013651999761350453
261956,1,4,20,0.0,0.2,cell_welch,40,40,0,0.0,1.0,0,0,0.0012404000153765082
261956,1,4,20,0.0,0.2,donor_mean_welch,37,36,1,0.02702702702702703,0.9,1,0,0.0012404000153765082
261957,1,4,20,0.0,0.2,cell_welch,40,39,1,0.025,0.975,1,0,0.0021522000315599144
261957,1,4,20,0.0,0.2,donor_mean_welch,30,27,3,0.1,0.675,1,0,0.0021522000315599144
262908,2,4,20,0.8,0.0,cell_welch,105,0,105,1.0,,1,0,0.0013050000416114926
262908,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013050000416114926
262909,2,4,20,0.8,0.0,cell_welch,99,0,99,1.0,,1,0,0.0016184999840334058
262909,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0016184999840334058
262910,2,4,20,0.8,0.0,cell_welch,109,0,109,1.0,,1,0,0.0013708999613299966
262910,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013708999613299966
262911,2,4,20,0.8,0.0,cell_welch,100,0,100,1.0,,1,0,0.002647200017236173
262911,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.002647200017236173
262912,2,4,20,0.8,0.0,cell_welch,99,0,99,1.0,,1,0,0.0013380000018514693
262912,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013380000018514693
262913,2,4,20,0.8,0.0,cell_welch,113,0,113,1.0,,1,0,0.0018252000445500016
262913,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0018252000445500016
262914,2,4,20,0.8,0.0,cell_welch,96,0,96,1.0,,1,0,0.0012244000099599361
262914,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0012244000099599361
262915,2,4,20,0.8,0.0,cell_welch,86,0,86,1.0,,1,0,0.00449520000256598
262915,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.00449520000256598
262916,2,4,20,0.8,0.0,cell_welch,103,0,103,1.0,,1,0,0.0013108999701216817
262916,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013108999701216817
262917,2,4,20,0.8,0.0,cell_welch,96,0,96,1.0,,1,0,0.001885899982880801
262917,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.001885899982880801
262918,2,4,20,0.8,0.0,cell_welch,111,0,111,1.0,,1,0,0.0014036999782547355
262918,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0014036999782547355
262919,2,4,20,0.8,0.0,cell_welch,91,0,91,1.0,,1,0,0.0021764999837614596
262919,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0021764999837614596
262920,2,4,20,0.8,0.0,cell_welch,90,0,90,1.0,,1,0,0.001283199992030859
262920,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.001283199992030859
262921,2,4,20,0.8,0.0,cell_welch,97,0,97,1.0,,1,0,0.0020765000372193754
262921,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0020765000372193754
262922,2,4,20,0.8,0.0,cell_welch,91,0,91,1.0,,1,0,0.0013196999789215624
262922,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013196999789215624
262923,2,4,20,0.8,0.0,cell_welch,108,0,108,1.0,,1,0,0.0023295999853871763
262923,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0023295999853871763
262924,2,4,20,0.8,0.0,cell_welch,98,0,98,1.0,,1,0,0.0013118000351823866
262924,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013118000351823866
262925,2,4,20,0.8,0.0,cell_welch,105,0,105,1.0,,1,0,0.001289700041525066
262925,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.001289700041525066
262926,2,4,20,0.8,0.0,cell_welch,90,0,90,1.0,,1,0,0.0013384000048972666
262926,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013384000048972666
262927,2,4,20,0.8,0.0,cell_welch,101,0,101,1.0,,1,0,0.0013503999798558652
262927,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013503999798558652
262928,2,4,20,0.8,0.0,cell_welch,110,0,110,1.0,,1,0,0.0013487000251188874
262928,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013487000251188874
262929,2,4,20,0.8,0.0,cell_welch,99,0,99,1.0,,1,0,0.0012939000152982771
262929,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0012939000152982771
262930,2,4,20,0.8,0.0,cell_welch,104,0,104,1.0,,1,0,0.001963999995496124
262930,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.001963999995496124
262931,2,4,20,0.8,0.0,cell_welch,111,0,111,1.0,,1,0,0.0013439000467769802
262931,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013439000467769802
262932,2,4,20,0.8,0.0,cell_welch,104,0,104,1.0,,1,0,0.0023101000115275383
262932,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0023101000115275383
262933,2,4,20,0.8,0.0,cell_welch,95,0,95,1.0,,1,0,0.0013586999848484993
262933,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013586999848484993
262934,2,4,20,0.8,0.0,cell_welch,89,0,89,1.0,,1,0,0.0027268999838270247
262934,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0027268999838270247
262935,2,4,20,0.8,0.0,cell_welch,98,0,98,1.0,,1,0,0.0019269000040367246
262935,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0019269000040367246
262936,2,4,20,0.8,0.0,cell_welch,98,0,98,1.0,,1,0,0.0026254000258632004
262936,2,4,20,0.8,0.0,donor_mean_welch,1,0,1,1.0,,1,0,0.0026254000258632004
262937,2,4,20,0.8,0.0,cell_welch,111,0,111,1.0,,1,0,0.0013335999683476985
262937,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013335999683476985
262938,2,4,20,0.8,0.0,cell_welch,97,0,97,1.0,,1,0,0.001539600023534149
262938,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.001539600023534149
262939,2,4,20,0.8,0.0,cell_welch,88,0,88,1.0,,1,0,0.001292700006160885
262939,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.001292700006160885
262940,2,4,20,0.8,0.0,cell_welch,104,0,104,1.0,,1,0,0.0018259999924339354
262940,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0018259999924339354
262941,2,4,20,0.8,0.0,cell_welch,112,0,112,1.0,,1,0,0.0012730000307783484
262941,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0012730000307783484
262942,2,4,20,0.8,0.0,cell_welch,99,0,99,1.0,,1,0,0.0032303999760188162
262942,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0032303999760188162
262943,2,4,20,0.8,0.0,cell_welch,104,0,104,1.0,,1,0,0.001357999979518354
262943,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.001357999979518354
262944,2,4,20,0.8,0.0,cell_welch,126,0,126,1.0,,1,0,0.0016871000407263637
262944,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0016871000407263637
262945,2,4,20,0.8,0.0,cell_welch,82,0,82,1.0,,1,0,0.0016885999939404428
262945,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0016885999939404428
262946,2,4,20,0.8,0.0,cell_welch,101,0,101,1.0,,1,0,0.0025695000076666474
262946,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0025695000076666474
262947,2,4,20,0.8,0.0,cell_welch,113,0,113,1.0,,1,0,0.0013012000126764178
262947,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013012000126764178
262948,2,4,20,0.8,0.0,cell_welch,115,0,115,1.0,,1,0,0.0025984999956563115
262948,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0025984999956563115
262949,2,4,20,0.8,0.0,cell_welch,107,0,107,1.0,,1,0,0.0016074000159278512
262949,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0016074000159278512
262950,2,4,20,0.8,0.0,cell_welch,96,0,96,1.0,,1,0,0.002944100007880479
262950,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.002944100007880479
262951,2,4,20,0.8,0.0,cell_welch,111,0,111,1.0,,1,0,0.0020383999799378216
262951,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0020383999799378216
262952,2,4,20,0.8,0.0,cell_welch,110,0,110,1.0,,1,0,0.0031855999841354787
262952,2,4,20,0.8,0.0,donor_mean_welch,1,0,1,1.0,,1,0,0.0031855999841354787
262953,2,4,20,0.8,0.0,cell_welch,115,0,115,1.0,,1,0,0.0013882999774068594
262953,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013882999774068594
262954,2,4,20,0.8,0.0,cell_welch,88,0,88,1.0,,1,0,0.0016235000221058726
262954,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0016235000221058726
262955,2,4,20,0.8,0.0,cell_welch,93,0,93,1.0,,1,0,0.0012263000244274735
262955,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0012263000244274735
262956,2,4,20,0.8,0.0,cell_welch,102,0,102,1.0,,1,0,0.001310400024522096
262956,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.001310400024522096
262957,2,4,20,0.8,0.0,cell_welch,103,0,103,1.0,,1,0,0.0013704000157304108
262957,2,4,20,0.8,0.0,donor_mean_welch,0,0,0,0.0,,0,0,0.0013704000157304108
263908,3,4,20,0.8,0.2,cell_welch,116,29,87,0.75,0.725,1,0,0.0012390000047162175
263908,3,4,20,0.8,0.2,donor_mean_welch,0,0,0,0.0,0.0,0,0,0.0012390000047162175
263909,3,4,20,0.8,0.2,cell_welch,118,29,89,0.7542372881355932,0.725,1,0,0.0013189000310376287
263909,3,4,20,0.8,0.2,donor_mean_welch,0,0,0,0.0,0.0,0,0,0.0013189000310376287
263910,3,4,20,0.8,0.2,cell_welch,109,33,76,0.6972477064220184,0.825,1,0,0.0014572000363841653
263910,3,4,20,0.8,0.2,donor_mean_welch,1,1,0,0.0,0.025,0,0,0.0014572000363841653
263911,3,4,20,0.8,0.2,cell_welch,110,32,78,0.7090909090909091,0.8,1,0,0.001506500004325062
263911,3,4,20,0.8,0.2,donor_mean_welch,0,0,0,0.0,0.0,0,0,0.001506500004325062
263912,3,4,20,0.8,0.2,cell_welch,117,34,83,0.7094017094017094,0.85,1,0,0.0013261999702081084
263912,3,4,20,0.8,0.2,donor_mean_welch,0,0,0,0.0,0.0,0,0,0.0013261999702081084
263913,3,4,20,0.8,0.2,cell_welch,109,30,79,0.7247706422018348,0.75,1,0,0.002737000002525747
263913,3,4,20,0.8,0.2,donor_mean_welch,0,0,0,0.0,0.0,0,0,0.002737000002525747
263914,3,4,20,0.8,0.2,cell_welch,125,30,95,0.76,0.75,1,0,0.0013420000323094428
263914,3,4,20,0.8,0.2,donor_mean_welch,0,0,0,0.0,0.0,0,0,0.0013420000323094428
263915,3,4,20,0.8,0.2,cell_welch,118,25,93,0.788135593220339,0.625,1,0,0.0023793000145815313
263915,3,4,20,0.8,0.2,donor_mean_welch,0,0,0,0.0,0.0,0,0,0.0023793000145815313
263916,3,4,20,0.8,0.2,cell_welch,115,28,87,0.7565217391304347,0.7,1,0,0.002036200021393597
263916,3,4,20,0.8,0.2,donor_mean_welch,0,0,0,0.0,0.0,0,0,0.002036200021393597
263917,3,4,20,0.8,0.2,cell_welch,114,32,82,0.7192982456140351,0.8,1,0,0.0022276999661698937
263917,3,4,20,0.8,0.2,donor_mean_welch,0,0,0,0.0,0.0,0,0,0.0022276999661698937
263918,3,4,20,0.8,0.2,cell_welch,123,32,91,0.7398373983739838,0.8,1,0,0.001367200049571693
263918,3,4,20,0.8,0.2,donor_mean_welch,1,1,0,0.0,0.025,0,0,0.001367200049571693
263919,3,4,20,0.8,0.2,cell_welch,96,27,69,0.71875,0.675,1,0,0.0025752000510692596
263919,3,4,20,0.8,0.2,donor_mean_welch,1,1,0,0.0,0.025,0,0,0.0025752000510692596
263920,3,4,20,0.8,0.2,cell_welch,106,31,75,0.7075471698113207,0.775,1,0,0.002037100028246641
263920,3,4,20,0.8,0.2,donor_mean_welch,0,0,0,0.0,0.0,0,0,0.002037100028246641
263921,3,4,20,0.8,0.2,cell_welch,125,31,94,0.752,0.775,1,0,0.0018014999805018306
263921,3,4,20,0.8,0.2,donor_mean_welch,0,0,0,0.0,0.0,0,0,0.0018014999805018306
263922,3,4,20,0.8,0.2,cell_welch,114,30,84,0.7368421052631579,0.75,1,0,0.0012704000109806657
263922,3,4,20,0.8,0.2,donor_mean_welch,0,0,0,0.0,0.0,0,0,0.0012704000109806657
263923,3,4,20,0.8,0.2,cell_welch,114,30,84,0.7368421052631579,0.75,1,0,0.0021575999562628567
263923,3,4,20,0.8,0.2,donor_mean_welch,0,0,0,0.0,0.0,0,0,0.0021575999562628567
263924,3,4,20,0.8,0.2,cell_welch,116,29,87,0.75,0.725,1,0,0.0013821000466123223
263924,3,4,20,0.8,0.2,donor_mean_welch,0,0,0,0.0,0.0,0,0,0.0013821000466123223
263925,3,4,20,0.8,0.2,cell_welch,106,28,78,0.7358490566037735,0.7,1,0,0.001553500012960285
