21138	MT-ND1
21139	MT-ND2
21140	MT-CO1
21141	MT-CO2
21142	MT-ATP8
21143	MT-ATP6
21144	MT-CO3
21145	MT-ND3
21146	MT-ND4L
21147	MT-ND4
21148	MT-ND5
21149	MT-ND6
21150	MT-CYB
