prespecified_interaction,status,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
CD274-PDCD1,FOUND,NK cells,Endothelial RGS5,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,NK cells,T cells CD4+,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,NK cells,Macrophage,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,NK cells,NK cells,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,NK cells,Monocyte,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,NK cells,Myoepithelial,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,NK cells,Luminal Progenitors,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,NK cells,NKT cells,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,NK cells,PVL Differentiated,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,NK cells,PVL Immature,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,NKT cells,B cells Memory,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,NK cells,Plasmablasts,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,NK cells,T cells CD8+,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD8+,Luminal Progenitors,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD8+,Endothelial RGS5,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD8+,Mature Luminal,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD8+,Monocyte,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD8+,NK cells,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD8+,Myoepithelial,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD8+,T cells CD8+,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD8+,NKT cells,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD8+,PVL Immature,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD8+,T cells CD4+,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD8+,Macrophage,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD8+,Plasmablasts,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD4+,Cancer Her2 SC,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD4+,Cancer LumA SC,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD4+,Cancer LumB SC,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD4+,Cycling PVL,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD4+,Cycling T-cells,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD4+,Cycling_Myeloid,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD4+,DCs,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD4+,Endothelial ACKR1,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD4+,Endothelial CXCL12,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD4+,Endothelial Lymphatic LYVE1,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD4+,Endothelial RGS5,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD4+,Luminal Progenitors,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
CD274-PDCD1,FOUND,T cells CD4+,Macrophage,CD274,PDCD1,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,NK cells,Endothelial ACKR1,TGFB1,TGFBR3,0.67118716,0.0,0.45033532,1.0289462454906961,1.0347521775014061,0.014179615,0.893429,3.3608178276640387e-06,0.005711141455748105
TGFB1-TGFBR-family,FOUND,Cycling_Myeloid,Endothelial ACKR1,TGFB1,TGFBR3,0.6642599,0.0,0.44086275,1.0183473859060552,0.7783336216339605,0.013881355,0.89241266,3.3608178276640387e-06,0.005884277409033752
TGFB1-TGFBR-family,FOUND,Monocyte,Endothelial ACKR1,TGFB1,TGFBR3,0.66086495,0.0,0.43622035,1.0131526963905162,0.8347023979857318,0.013735181,0.8919034,3.3608178276640387e-06,0.00597556443220495
TGFB1-TGFBR-family,FOUND,Macrophage,Endothelial ACKR1,TGFB1,TGFBR3,0.6601771,0.0,0.4352798,1.0121006227413967,0.820421932334202,0.013705566,0.89179933,3.3608178276640387e-06,0.005994050175888515
TGFB1-TGFBR-family,FOUND,NKT cells,Endothelial ACKR1,TGFB1,TGFBR3,0.6420782,0.0,0.4105309,0.9844086691499824,0.9871959945616775,0.012926302,0.88894254,3.3608178276640387e-06,0.006512636527202473
TGFB1-TGFBR-family,FOUND,DCs,Endothelial ACKR1,TGFB1,TGFBR3,0.6154162,0.0,0.37407252,0.9436146663093963,0.7332875421152074,0.011778344,0.8842681,3.3608178276640387e-06,0.007298241838902332
TGFB1-TGFBR-family,FOUND,Cycling T-cells,Endothelial ACKR1,TGFB1,TGFBR3,0.59989166,0.0,0.3528438,0.9198615995401791,0.7249694623290461,0.01110992,0.88124484,3.3608178276640387e-06,0.007792233848362928
TGFB1-TGFBR-family,FOUND,Endothelial CXCL12,Endothelial ACKR1,TGFB1,TGFBR3,0.5826365,0.0,0.32924855,0.8934606104948557,0.7445568990706394,0.010366982,0.8775752,3.3608178276640387e-06,0.008357258643467404
TGFB1-TGFBR-family,FOUND,CAFs myCAF-like,Endothelial ACKR1,TGFB1,TGFBR3,0.57686365,0.0,0.3213546,0.8846279088394788,0.7089065022473755,0.010118426,0.8762656,3.3608178276640387e-06,0.00855260369917214
TGFB1-TGFBR-family,FOUND,T cells CD8+,Endothelial ACKR1,TGFB1,TGFBR3,0.5745085,0.0,0.3181341,0.8810245788415382,0.8527704191494365,0.010017023,0.8757185,3.3608178276640387e-06,0.008640034963109059
TGFB1-TGFBR-family,FOUND,Endothelial Lymphatic LYVE1,Endothelial ACKR1,TGFB1,TGFBR3,0.5687687,0.0,0.31028533,0.8722424611973804,0.6711681006685117,0.00976989,0.8743527,3.3608178276640387e-06,0.008855945033922551
TGFB1-TGFBR-family,FOUND,Endothelial RGS5,Endothelial ACKR1,TGFB1,TGFBR3,0.56004167,0.0,0.29835173,0.8588897980651921,0.6276838373570183,0.009394139,0.87218255,3.3608178276640387e-06,0.009182145213682224
TGFB1-TGFBR-family,FOUND,T cells CD4+,Endothelial ACKR1,TGFB1,TGFBR3,0.5426224,0.0,0.27453217,0.832237734744438,0.770885678214833,0.0086441375,0.86747247,3.3608178276640387e-06,0.00990281348933644
TGFB1-TGFBR-family,FOUND,NK cells,CAFs MSC iCAF-like,TGFB1,TGFBR3,0.536323,0.0,0.27267602,0.6708246194615821,0.8031868746510926,0.008585694,0.867082,3.3608178276640387e-06,0.010162491369906504
TGFB1-TGFBR-family,FOUND,Cycling_Myeloid,CAFs MSC iCAF-like,TGFB1,TGFBR3,0.52939576,0.0,0.26694044,0.6602257598769413,0.546768318783647,0.008405099,0.8658522,3.3608178276640387e-06,0.010471778632316077
TGFB1-TGFBR-family,FOUND,Monocyte,CAFs MSC iCAF-like,TGFB1,TGFBR3,0.52600074,0.0,0.26412946,0.6550310703614022,0.6031370951354182,0.00831659,0.86523616,3.3608178276640387e-06,0.01062844129978595
TGFB1-TGFBR-family,FOUND,Macrophage,CAFs MSC iCAF-like,TGFB1,TGFBR3,0.5253129,0.0,0.26355997,0.6539789967122827,0.5888566294838884,0.008298659,0.8651103,3.3608178276640387e-06,0.010662298599948827
TGFB1-TGFBR-family,FOUND,B cells Memory,Endothelial ACKR1,TGFB1,TGFBR3,0.5150361,0.0,0.23680982,0.7900296351450302,0.6743099730670516,0.0074563827,0.8587429,3.3608178276640387e-06,0.011153341083260729
TGFB1-TGFBR-family,FOUND,Endothelial ACKR1,Endothelial ACKR1,TGFB1,TGFBR3,0.51404834,0.0,0.23545915,0.7885185403568172,0.5560088058088628,0.0074138534,0.8583956,3.3608178276640387e-06,0.011198575911464075
TGFB1-TGFBR-family,FOUND,NK cells,Endothelial RGS5,TGFB1,TGFBR3,0.51337403,0.0,0.24244487,0.609885230497677,0.6925625068610527,0.0076338113,0.8601633,3.3608178276640387e-06,0.011230326215248937
TGFB1-TGFBR-family,FOUND,NKT cells,CAFs MSC iCAF-like,TGFB1,TGFBR3,0.50721407,0.0,0.24857461,0.6262870431208685,0.755630691711364,0.007826818,0.86165816,3.3608178276640387e-06,0.011551583393726677
TGFB1-TGFBR-family,FOUND,Cycling_Myeloid,Endothelial RGS5,TGFB1,TGFBR3,0.5064468,0.0,0.23734517,0.5992863709130362,0.4361439509936069,0.0074732387,0.8588798,3.3608178276640387e-06,0.011588185164095505
TGFB1-TGFBR-family,FOUND,Monocyte,Endothelial RGS5,TGFB1,TGFBR3,0.50305176,0.0,0.23484586,0.594091681397497,0.49251272734537827,0.0073945434,0.8582371,3.3608178276640387e-06,0.01177102767257492
TGFB1-TGFBR-family,FOUND,Macrophage,Endothelial RGS5,TGFB1,TGFBR3,0.5023639,0.0,0.23433949,0.5930396077483775,0.47823226169384847,0.0073785996,0.8581057,3.3608178276640387e-06,0.011802542070074806
TGFB1-TGFBR-family,FOUND,NK cells,Myoepithelial,TGFB1,TGFBR3,0.4928497,0.0,0.21540776,0.555384555576919,0.6703574639002821,0.0067824996,0.8528995,3.3608178276640387e-06,0.012290538522757147
TGFB1-TGFBR-family,FOUND,B cells Naive,Endothelial ACKR1,TGFB1,TGFBR3,0.4890545,0.0,0.20128188,0.750276995650995,0.6088303992182591,0.0063377214,0.8485936,3.3608178276640387e-06,0.012480416978454614
TGFB1-TGFBR-family,FOUND,Cycling_Myeloid,Myoepithelial,TGFB1,TGFBR3,0.48592246,0.0,0.21087678,0.5447856959922783,0.4139389080328363,0.0066398336,0.85156095,3.4492179677592795e-06,0.012640490592488098
TGFB1-TGFBR-family,FOUND,PVL Differentiated,Endothelial ACKR1,TGFB1,TGFBR3,0.485537,0.0,0.19647194,0.7448950337515533,0.5544988263403052,0.0061862716,0.8470332,3.3608178276640387e-06,0.01266153425900408
TGFB1-TGFBR-family,FOUND,NKT cells,Endothelial RGS5,TGFB1,TGFBR3,0.4842651,0.0,0.22101554,0.5653476541569633,0.645006323921324,0.006959071,0.8545044,3.3608178276640387e-06,0.012732153403764247
TGFB1-TGFBR-family,FOUND,Monocyte,Myoepithelial,TGFB1,TGFBR3,0.48252743,0.0,0.20865619,0.5395910064767391,0.4703076843846076,0.0065699145,0.8508906,3.437882674918343e-06,0.01282555395975541
TGFB1-TGFBR-family,FOUND,Macrophage,Myoepithelial,TGFB1,TGFBR3,0.4818396,0.0,0.20820628,0.5385389328276197,0.45602721873307783,0.0065557486,0.8507536,3.4676066587917597e-06,0.012871141055210079
TGFB1-TGFBR-family,FOUND,Cycling PVL,Endothelial ACKR1,TGFB1,TGFBR3,0.48068953,0.0,0.18984336,0.7374782431853054,0.43608377389872494,0.005977559,0.84479654,3.3608178276640387e-06,0.012935234836623202
TGFB1-TGFBR-family,FOUND,DCs,CAFs MSC iCAF-like,TGFB1,TGFBR3,0.48055208,0.0,0.22649923,0.5854930402802824,0.5017222392648938,0.007131735,0.85602134,3.3608178276640387e-06,0.012946581690704177
TGFB1-TGFBR-family,FOUND,PVL Immature,Endothelial ACKR1,TGFB1,TGFBR3,0.47446668,0.0,0.18133408,0.7279570782410469,0.5190290540692439,0.005709629,0.84176636,3.3608178276640387e-06,0.01328531279460719
TGFB1-TGFBR-family,FOUND,Cycling T-cells,CAFs MSC iCAF-like,TGFB1,TGFBR3,0.4650275,0.0,0.21364532,0.5617399735110652,0.49340415947873256,0.006727007,0.8523834,3.3608178276640387e-06,0.013855403115874278
TGFB1-TGFBR-family,FOUND,NKT cells,Myoepithelial,TGFB1,TGFBR3,0.46374077,0.0,0.1963682,0.5108469792362054,0.6228012809605533,0.0061830054,0.846999,4.3029749945491965e-06,0.013940945638426107
TGFB1-TGFBR-family,FOUND,NK cells,NKT cells,TGFB1,TGFBR3,0.46005094,0.0,0.17220126,0.46828987091707897,0.6954095337824175,0.005422066,0.83829427,5.979847136603072e-06,0.014169075473633977
TGFB1-TGFBR-family,FOUND,DCs,Endothelial RGS5,TGFB1,TGFBR3,0.4576031,0.0,0.20138763,0.5245536513163772,0.3910978714748538,0.006341051,0.84862727,4.119565072677888e-06,0.014330730178930447
TGFB1-TGFBR-family,FOUND,NK cells,Macrophage,TGFB1,TGFBR1_TGFBR2,0.45650128,0.0,0.16752522,0.5440460616053131,0.6421824579633063,0.006632813,0.83641964,3.3608178276640387e-06,0.014395267875372784
TGFB1-TGFBR-family,FOUND,NK cells,Endothelial Lymphatic LYVE1,TGFB1,TGFBR3,0.45643312,0.0,0.16743541,0.4586829607394617,0.5782287872683929,0.0052720043,0.8363829,6.447557012648352e-06,0.014399749671255988
TGFB1-TGFBR-family,FOUND,Cycling_Myeloid,NKT cells,TGFB1,TGFBR3,0.45312366,0.0,0.1685791,0.45769101133243817,0.4389909779149717,0.0053080157,0.8368482,6.494006176101643e-06,0.014601380332556518
TGFB1-TGFBR-family,FOUND,Monocyte,NKT cells,TGFB1,TGFBR3,0.44972867,0.0,0.16680391,0.4524963218168989,0.49535975426674306,0.005252121,0.83612424,6.746387374794223e-06,0.014820276042326035
TGFB1-TGFBR-family,FOUND,Cycling_Myeloid,Macrophage,TGFB1,TGFBR1_TGFBR2,0.449574,0.0,0.16400142,0.5334472020206723,0.38576390209586053,0.0064932955,0.8349601,4.296138094219183e-06,0.01483126272602249
TGFB1-TGFBR-family,FOUND,Cycling_Myeloid,Endothelial Lymphatic LYVE1,TGFB1,TGFBR3,0.4495058,0.0,0.1639135,0.4480841011548209,0.3218102314009471,0.005161111,0.83492315,6.981845583900559e-06,0.014834674376541193
TGFB1-TGFBR-family,FOUND,Macrophage,NKT cells,TGFB1,TGFBR3,0.44904083,0.0,0.16644426,0.4514442481677795,0.48107928861521326,0.0052407966,0.8359763,6.805689753845281e-06,0.014862349540305117
TGFB1-TGFBR-family,FOUND,Endothelial CXCL12,CAFs MSC iCAF-like,TGFB1,TGFBR3,0.44777232,0.0,0.19935854,0.5353389844657418,0.5129915962203258,0.006277161,0.84797573,3.5507736656933143e-06,0.01493487994049309
TGFB1-TGFBR-family,FOUND,NK cells,Cycling_Myeloid,TGFB1,TGFBR1_TGFBR2,0.447527,0.0,0.15570322,0.5144877621012909,0.5766637062084898,0.0061647454,0.83135134,4.189248438471342e-06,0.014948949617239995
TGFB1-TGFBR-family,FOUND,Monocyte,Macrophage,TGFB1,TGFBR1_TGFBR2,0.446179,0.0,0.16227444,0.5282525125051332,0.4421326784476318,0.0064249192,0.8342294,3.7557032313873484e-06,0.01503770151450273
TGFB1-TGFBR-family,FOUND,Monocyte,Endothelial Lymphatic LYVE1,TGFB1,TGFBR3,0.44611084,0.0,0.16218744,0.44288941163928164,0.3781790077527184,0.005106763,0.83419234,7.253306958412775e-06,0.015043044115871644
TGFB1-TGFBR-family,FOUND,Macrophage,Macrophage,TGFB1,TGFBR1_TGFBR2,0.44549116,0.0,0.16192454,0.5272004388560136,0.4278522127961021,0.006411066,0.8340801,3.7921275417403647e-06,0.015084657284619177
TGFB1-TGFBR-family,FOUND,Macrophage,Endothelial Lymphatic LYVE1,TGFB1,TGFBR3,0.445423,0.0,0.16183774,0.4418373379901622,0.36389854210118866,0.005095752,0.83404297,7.3040410176185415e-06,0.015086949562022384
TGFB1-TGFBR-family,FOUND,Cycling T-cells,Endothelial RGS5,TGFB1,TGFBR3,0.44207853,0.0,0.18995881,0.50080058454716,0.3827797916886926,0.0059811943,0.8448364,4.6638281064518745e-06,0.01530933494545926
TGFB1-TGFBR-family,FOUND,CAFs myCAF-like,CAFs MSC iCAF-like,TGFB1,TGFBR3,0.44199947,0.0,0.19457877,0.5265062828103649,0.47734119939706193,0.006126662,0.84640485,3.814733887407241e-06,0.0153154929612021
TGFB1-TGFBR-family,FOUND,Cycling_Myeloid,Cycling_Myeloid,TGFB1,TGFBR1_TGFBR2,0.4405997,0.0,0.15242809,0.5038889025166502,0.320245150341044,0.0060350737,0.8298558,7.053834971253584e-06,0.01541648754142794
TGFB1-TGFBR-family,FOUND,T cells CD8+,CAFs MSC iCAF-like,TGFB1,TGFBR3,0.43964434,0.0,0.19262877,0.5229029528124242,0.621205116299123,0.006065263,0.8457491,3.936746225683663e-06,0.01548141626668471
TGFB1-TGFBR-family,FOUND,Monocyte,Cycling_Myeloid,TGFB1,TGFBR1_TGFBR2,0.43720472,0.0,0.15082298,0.49869421300111094,0.37661392669281535,0.0059715225,0.8291071,4.735697457025171e-06,0.015643540283979847
TGFB1-TGFBR-family,FOUND,DCs,Myoepithelial,TGFB1,TGFBR3,0.43707877,0.0,0.17892917,0.4700529763956193,0.36889282851408317,0.005633906,0.84087515,5.907213110436561e-06,0.01565209667372862
TGFB1-TGFBR-family,FOUND,Macrophage,Cycling_Myeloid,TGFB1,TGFBR1_TGFBR2,0.43651688,0.0,0.15049778,0.49764213935199153,0.36233346104128555,0.005958647,0.82895416,5.1316119237941835e-06,0.015682836885242746
TGFB1-TGFBR-family,FOUND,Endothelial Lymphatic LYVE1,CAFs MSC iCAF-like,TGFB1,TGFBR3,0.43390453,0.0,0.18787639,0.5141208351682665,0.43960279781819817,0.0059156255,0.8441125,4.202394349480133e-06,0.015875728312487788
TGFB1-TGFBR-family,FOUND,NKT cells,NKT cells,TGFB1,TGFBR3,0.43094197,0.0,0.15698066,0.42375229457636526,0.6478533508426887,0.004942818,0.83192337,8.386095935664373e-06,0.016082763794667804
TGFB1-TGFBR-family,FOUND,CAFs MSC iCAF-like,Endothelial ACKR1,TGFB1,TGFBR3,0.4306746,0.0,0.121451534,0.6609537028686774,0.40118765921820115,0.0038241195,0.81321186,7.251198791344615e-06,0.016099716265652805
TGFB1-TGFBR-family,FOUND,NKT cells,Macrophage,TGFB1,TGFBR1_TGFBR2,0.4273923,0.0,0.15271792,0.49950848526459946,0.5946262750235776,0.006046549,0.82998985,4.709412286826649e-06,0.016341898579805208
TGFB1-TGFBR-family,FOUND,NKT cells,Endothelial Lymphatic LYVE1,TGFB1,TGFBR3,0.42732412,0.0,0.15263605,0.414145384398748,0.5306726043286641,0.0048060203,0.829952,9.024150433503027e-06,0.01634706151890399
TGFB1-TGFBR-family,FOUND,Endothelial RGS5,CAFs MSC iCAF-like,TGFB1,TGFBR3,0.42517748,0.0,0.18065064,0.500768172036078,0.3961185345067047,0.00568811,0.84151477,4.665039372388797e-06,0.016505126777398828
TGFB1-TGFBR-family,FOUND,Endothelial CXCL12,Endothelial RGS5,TGFB1,TGFBR3,0.42482334,0.0,0.17725597,0.47439959550183664,0.40236722843028583,0.0055812225,0.84024566,5.706298989100439e-06,0.016530677862935522
TGFB1-TGFBR-family,FOUND,Cycling T-cells,Myoepithelial,TGFB1,TGFBR3,0.4215542,0.0,0.16877487,0.4462999096264021,0.36057474872792195,0.00531418,0.8369274,7.071608665268768e-06,0.016770338183133136
TGFB1-TGFBR-family,FOUND,NK cells,DCs,TGFB1,TGFBR1_TGFBR2,0.42006314,0.0,0.11952452,0.4240308471520454,0.5412125432758466,0.004732325,0.81199414,8.36683578559547e-06,0.01688232250916146
TGFB1-TGFBR-family,FOUND,NK cells,CAFs myCAF-like,TGFB1,TGFBR3,0.41927013,0.0,0.11847986,0.3599995431041317,0.48554188432538126,0.003730551,0.81132317,1.3536799050424132e-05,0.016944915958150793
TGFB1-TGFBR-family,FOUND,CAFs myCAF-like,Endothelial RGS5,TGFB1,TGFBR3,0.41905048,0.0,0.17300613,0.4655668938464598,0.36671683160702195,0.005447408,0.8386101,6.099303472154307e-06,0.016957851408822493
TGFB1-TGFBR-family,FOUND,NK cells,CAFs myCAF-like,TGFB1,ACVR1_TGFBR2,0.4184731,0.0,0.11742992,0.5516093458091986,0.5858319254308351,0.008446615,0.8106409,3.3608178276640387e-06,0.01699729715886946
TGFB1-TGFBR-family,FOUND,NK cells,CAFs myCAF-like,TGFB1,ACVR1_TGFBR1_TGFBR2,0.4184731,0.0,0.11742992,0.5516093458091986,0.5858319254308351,0.008446615,0.8106409,3.3608178276640387e-06,0.01699729715886946
TGFB1-TGFBR-family,FOUND,NKT cells,Cycling_Myeloid,TGFB1,TGFBR1_TGFBR2,0.41841802,0.0,0.14194086,0.46995018576057723,0.529107523268761,0.0056198533,0.8247641,5.910467349890183e-06,0.017000738296391506
TGFB1-TGFBR-family,FOUND,T cells CD8+,Endothelial RGS5,TGFB1,TGFBR3,0.41669536,0.0,0.17127234,0.46196356384851905,0.510580748509083,0.005392817,0.83792734,6.277480181377355e-06,0.017129710828609694
TGFB1-TGFBR-family,FOUND,NK cells,CAFs myCAF-like,TGFB1,TGFBR1_TGFBR2,0.4150384,0.0,0.11290535,0.40748108941452027,0.5207544256327008,0.004470253,0.80760676,9.497133999880281e-06,0.017251408385701213
TGFB1-TGFBR-family,FOUND,Cycling_Myeloid,DCs,TGFB1,TGFBR1_TGFBR2,0.41313586,0.0,0.11701039,0.4134319875674046,0.2847939874084008,0.004632783,0.81036603,9.211877419074404e-06,0.01739808059499786
TGFB1-TGFBR-family,FOUND,Cycling_Myeloid,CAFs myCAF-like,TGFB1,TGFBR3,0.41234285,0.0,0.1159877,0.34940068351949094,0.22912332845793548,0.0036520811,0.8096906,1.4642394458448295e-05,0.017452160110315664
TGFB1-TGFBR-family,FOUND,Cycling_Myeloid,CAFs myCAF-like,TGFB1,ACVR1_TGFBR2,0.4115458,0.0,0.11495984,0.5410104862245579,0.32941336956338924,0.008268945,0.80900383,6.593739858265254e-06,0.017524187802034116
TGFB1-TGFBR-family,FOUND,Cycling_Myeloid,CAFs myCAF-like,TGFB1,ACVR1_TGFBR1_TGFBR2,0.4115458,0.0,0.11495984,0.5410104862245579,0.32941336956338924,0.008268945,0.80900383,6.593739858265254e-06,0.017524187802034116
TGFB1-TGFBR-family,FOUND,Endothelial Lymphatic LYVE1,Endothelial RGS5,TGFB1,TGFBR3,0.41095555,0.0,0.16704683,0.45318144620436124,0.3289784300281582,0.0052597695,0.8362239,6.7097196032410516e-06,0.017570844604202218
TGFB1-TGFBR-family,FOUND,Monocyte,DCs,TGFB1,TGFBR1_TGFBR2,0.40974087,0.0,0.11577824,0.40823729805186537,0.34116276376017207,0.004583999,0.8095513,9.438943393481129e-06,0.017674652319198163
TGFB1-TGFBR-family,FOUND,Macrophage,DCs,TGFB1,TGFBR1_TGFBR2,0.40905303,0.0,0.1155286,0.40718522440274596,0.32688229810864233,0.004574115,0.8093849,9.522450548770348e-06,0.017733278450119388
TGFB1-TGFBR-family,FOUND,Monocyte,CAFs myCAF-like,TGFB1,TGFBR3,0.40894786,0.0,0.11476632,0.3442059940039517,0.2854921048097068,0.0036136238,0.80887365,1.5194942210030746e-05,0.01774154498803704
TGFB1-TGFBR-family,FOUND,Macrophage,CAFs myCAF-like,TGFB1,TGFBR3,0.40826002,0.0,0.114518866,0.3431539203548323,0.27121163915817703,0.003605832,0.80870676,1.5314243281336607e-05,0.017790758448551575
TGFB1-TGFBR-family,FOUND,Monocyte,CAFs myCAF-like,TGFB1,ACVR1_TGFBR2,0.40815082,0.0,0.11374928,0.5358157967090187,0.3857821459151606,0.008181871,0.8081847,4.2954263859364795e-06,0.017801726862344627
TGFB1-TGFBR-family,FOUND,Monocyte,CAFs myCAF-like,TGFB1,ACVR1_TGFBR1_TGFBR2,0.40815082,0.0,0.11374928,0.5358157967090187,0.3857821459151606,0.008181871,0.8081847,4.2954263859364795e-06,0.017801726862344627
