prespecified_interaction,status,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,Endothelial RGS5,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,Endothelial RGS5,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,Endothelial RGS5,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,Endothelial RGS5,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,Luminal Progenitors,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,Luminal Progenitors,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,Luminal Progenitors,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,Luminal Progenitors,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,Luminal Progenitors,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,Luminal Progenitors,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,PVL Immature,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,PVL Immature,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,PVL Immature,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,PVL Immature,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,PVL Immature,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,PVL Immature,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,PVL Differentiated,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,PVL Differentiated,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,PVL Differentiated,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,PVL Differentiated,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,PVL Differentiated,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,PVL Differentiated,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cycling PVL,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cycling PVL,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cycling PVL,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cycling PVL,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cycling PVL,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cycling PVL,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cycling T-cells,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cycling T-cells,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cycling T-cells,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cycling T-cells,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cycling T-cells,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cycling T-cells,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer Basal SC,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer Basal SC,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer Basal SC,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer Basal SC,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer Basal SC,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer Basal SC,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer Cycling,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer Cycling,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer Cycling,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer Cycling,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer Cycling,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,NKT cells,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,NKT cells,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,NKT cells,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,NKT cells,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,NKT cells,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Her2 SC,NKT cells,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer LumB SC,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer LumB SC,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer LumB SC,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer LumB SC,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer LumB SC,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Cancer LumB SC,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial Lymphatic LYVE1,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial Lymphatic LYVE1,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial Lymphatic LYVE1,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial Lymphatic LYVE1,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial Lymphatic LYVE1,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial Lymphatic LYVE1,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial ACKR1,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial ACKR1,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial ACKR1,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial ACKR1,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial ACKR1,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial ACKR1,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cycling T-cells,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cycling T-cells,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cycling T-cells,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cycling T-cells,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cycling T-cells,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cycling T-cells,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cancer Cycling,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cancer Cycling,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cancer Cycling,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cancer Cycling,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cancer Cycling,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cancer Cycling,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial CXCL12,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial CXCL12,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial CXCL12,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial CXCL12,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial CXCL12,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Endothelial CXCL12,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cancer Basal SC,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cancer Basal SC,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cancer Basal SC,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cancer Basal SC,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cancer Basal SC,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cancer Basal SC,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,PVL Differentiated,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,PVL Differentiated,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,PVL Differentiated,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,PVL Differentiated,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,PVL Differentiated,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,PVL Differentiated,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Mature Luminal,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Mature Luminal,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Mature Luminal,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Mature Luminal,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Mature Luminal,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,Mature Luminal,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,NKT cells,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,NKT cells,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,NKT cells,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,NKT cells,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Basal SC,NKT cells,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cycling_Myeloid,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cycling_Myeloid,TGFB1,ACVR1B_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cycling_Myeloid,TGFB1,ACVR1_TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cycling_Myeloid,TGFB1,ACVR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cycling_Myeloid,TGFB1,ACVR1C_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,Cycling_Myeloid,TGFB1,TGFBR3,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
TGFB1-TGFBR-family,FOUND,Cancer Cycling,DCs,TGFB1,TGFBR1_TGFBR2,0.050652854,1.0,0.0025651162,-0.9861706226695244,-2.8264036301518023,1.4162815e-05,0.38752237,1.0,1.0
